Date,NK_Open,NK_High,NK_Low,NK_Close
2001/6/13,12883.51,12970.12,12803.42,12823.45
2001/6/14,12826.18,12935.07,12804.03,12846.66
2001/6/15,12722.38,12797.87,12578.78,12790.38
2001/6/18,12766.38,12787.23,12656.58,12697.79
2001/6/19,12734.13,12912.92,12511.66,12574.26
2001/6/20,12575.35,12762.09,12512.13,12674.64
2001/6/21,12776.76,13005.46,12727.55,12962.43
2001/6/22,13041.89,13079.11,12940.58,13044.61
2001/6/25,13052.96,13073.49,12823.45,12896.47
2001/6/26,12856.15,13026.8,12837.8,12978.82
2001/6/27,12936.52,12987.85,12828.98,12828.98
2001/6/28,12853.65,12876.56,12567.26,12679.88
2001/6/29,12843.95,12985.21,12819.46,12969.05
2001/7/2,12929.66,12929.66,12629.51,12751.18
2001/7/3,12855.5,12922.15,12747.05,12817.41
2001/7/4,12801.46,12801.46,12584.99,12629.02
2001/7/5,12563.44,12676.83,12515.51,12607.3
2001/7/6,12499.3,12499.3,12289.61,12306.08
2001/7/9,12191.31,12239.68,12029.2,12239.68
2001/7/10,12247.94,12382.29,12143.94,12300.41
2001/7/11,12178.25,12178.25,12005.11,12005.11
2001/7/12,12133.05,12407.95,12133.05,12407.95
2001/7/13,12417.56,12444.56,12294.04,12355.15
2001/7/16,12408.39,12408.39,12263.45,12343.37
2001/7/17,12215.47,12224.71,12102.94,12128.57
2001/7/18,12121.41,12135.31,11847.73,11892.58
2001/7/19,11898.11,11980.25,11863.12,11908.39
2001/7/23,11902.23,11902.23,11531.68,11609.63
2001/7/24,11608.86,11883.25,11562.38,11883.25
2001/7/25,11823.1,12054.3,11760.97,11891.61
2001/7/26,11914.34,11962.73,11822.77,11858.56
2001/7/27,11862.41,11948.2,11706.47,11798.08
2001/7/30,11846,11868.14,11539.16,11579.27
2001/7/31,11656.65,11877.84,11656.65,11860.77
2001/8/1,11920.64,11972.25,11817.76,11959.33
2001/8/2,12072.11,12407.37,12060.5,12399.2
2001/8/3,12336.51,12365.88,12241.27,12241.97
2001/8/6,12170.11,12327.23,12095.11,12243.9
2001/8/7,12154.72,12388.61,12079.55,12319.46
2001/8/8,12265.24,12293.39,12129.37,12163.67
2001/8/9,12036.99,12043.05,11754.56,11754.56
2001/8/10,11683.22,11870.91,11683.22,11735.06
2001/8/13,11697.12,11697.12,11417.7,11477.56
2001/8/14,11587.04,11936.75,11587.04,11917.95
2001/8/15,11812,11823.92,11648.86,11755.4
2001/8/16,11645.3,11645.3,11450.77,11515.02
2001/8/17,11537.69,11581.25,11412.36,11445.54
2001/8/20,11347.24,11358.09,11239.45,11257.94
2001/8/21,11317.13,11370.61,11159.27,11280.38
2001/8/22,11220.25,11504.06,11202.67,11396.43
2001/8/23,11414.99,11414.99,11104.18,11126.92
2001/8/24,11190.54,11230.14,11075.42,11166.31
2001/8/27,11273.96,11366.18,11273.96,11275.01
2001/8/28,11255.68,11267.95,11049.86,11189.4
2001/8/29,11087.15,11142.31,10973.27,10979.76
2001/8/30,10918.54,10969.06,10807.75,10938.45
2001/8/31,10811.37,10860.7,10684.16,10713.51
2001/9/3,10729.6,10758.9,10409.68,10409.68
2001/9/4,10413.71,10772.59,10325.83,10772.59
2001/9/5,10679.53,10679.53,10452.98,10598.79
2001/9/6,10575.26,10812.89,10509.68,10650.33
2001/9/7,10541.86,10566.65,10405.8,10516.79
2001/9/10,10395.1,10457.09,10195.69,10195.69
2001/9/11,10244.55,10344.58,10207.03,10292.95
2001/9/12,10140.42,10140.42,9600.84,9610.1
2001/9/13,9663.93,9682.63,9476.87,9613.09
2001/9/14,9625.26,10009.45,9580.34,10008.89
2001/9/17,9881.06,9881.06,9447.76,9504.41
2001/9/18,9623.98,9945.8,9623.98,9679.88
2001/9/19,9682.52,10061.1,9681.79,9939.6
2001/9/20,9837.17,9842.16,9688.12,9785.16
2001/9/21,9658.19,9658.19,9382.95,9554.99
2001/9/25,9637.6,9867.86,9593.07,9693.97
2001/9/26,9687.51,9697.12,9551.73,9641.7
2001/9/27,9601.07,9727.3,9585.81,9696.53
2001/9/28,9783.8,9933.69,9737.42,9774.68
2001/10/1,9766.75,9972.28,9604.09,9972.28
2001/10/2,9937.81,10136.56,9871.94,10136.56
2001/10/3,10194.73,10221.82,9924.23,9924.23
2001/10/4,10038.61,10215.89,10038.61,10205.48
2001/10/5,10165.45,10261.86,10039.51,10205.87
2001/10/9,10143.39,10143.39,10011.77,10011.77
2001/10/10,9995.43,10030.22,9934,9964.88
2001/10/11,10074.51,10347.01,10052.08,10347.01
2001/10/12,10474.35,10632.35,10421.57,10632.35
2001/10/15,10545.25,10545.25,10447.99,10452.54
2001/10/16,10433.9,10694.06,10412.25,10637.82
2001/10/17,10672,10790.03,10563.52,10755.45
2001/10/18,10654.53,10668.69,10474.85,10474.85
2001/10/19,10472.44,10595.97,10437.8,10538.79
2001/10/23,10685.35,10861.56,10649.59,10861.56
2001/10/24,10811.68,10960.91,10771.63,10802.15
2001/10/25,10847.1,11052.01,10838.6,10880.1
2001/10/26,10951.88,11020.5,10774.29,10795.16
2001/10/29,10779.19,10798.08,10612.31,10612.31
2001/10/30,10522.82,10538.79,10416.44,10512.82
2001/10/31,10443.65,10478.51,10366.34,10366.34
2001/11/1,10430.59,10498.39,10318.17,10347.28
2001/11/2,10460.61,10538.45,10322.28,10383.78
2001/11/5,10427.35,10447.54,10345.28,10447.54
2001/11/6,10518.02,10633.72,10494.89,10633.72
2001/11/7,10607.35,10632.49,10284.98,10284.98
2001/11/8,10345.49,10431.79,10269.97,10431.79
2001/11/9,10412.62,10412.62,10213.01,10215.71
2001/11/12,10225.59,10260.7,10081.56,10081.56
2001/11/13,10035.65,10057.74,9955.09,10030.56
2001/11/14,10120.16,10231.16,10076.59,10086.76
2001/11/15,10159.38,10489.89,10142.42,10489.89
2001/11/16,10488.7,10850.48,10454.2,10649.09
2001/11/19,10643.33,10849.19,10618.69,10727.94
2001/11/20,10779.58,10779.58,10555.44,10575.62
2001/11/21,10530.29,10789.18,10490.6,10661.08
2001/11/22,10617.44,10702.34,10529.21,10696.82
2001/11/26,10797.12,11067.92,10797.12,11064.3
2001/11/27,11012.85,11186.75,10948.89,10948.89
2001/11/28,10862.24,10900.31,10624.81,10624.81
2001/11/29,10607.45,10668.73,10512.66,10655.96
2001/11/30,10659.87,10697.9,10550.66,10697.44
2001/12/3,10694.65,10695.04,10370.62,10370.62
2001/12/4,10414.94,10478.47,10326.52,10452.65
2001/12/5,10549.39,10724.64,10523.22,10713.81
2001/12/6,10830.86,11052.51,10813.79,10857.28
2001/12/7,10833.3,10918.19,10762.97,10796.89
2001/12/10,10736.12,10738.39,10571.01,10571.01
2001/12/11,10523.86,10606.92,10467.61,10473.91
2001/12/12,10490.07,10821.13,10490.07,10801.52
2001/12/13,10721.61,10731.81,10433.45,10433.45
2001/12/14,10465.23,10603.71,10379.59,10511.65
2001/12/17,10482.4,10484.38,10302.97,10323.35
2001/12/18,10422.16,10582.07,10330.58,10432.17
2001/12/19,10393.04,10500.44,10347.18,10471.93
2001/12/20,10485.8,10501.98,10346.4,10434.52
2001/12/21,10394.73,10418.59,10253.72,10335.45
2001/12/25,10359.22,10359.22,10178.87,10254.81
2001/12/26,10273.05,10300.63,10170.9,10192.57
2001/12/27,10213.32,10457.61,10176.31,10457.61
2001/12/28,10498.8,10571.75,10427.62,10542.62
2002/1/4,10631,10871.49,10617.08,10871.49
2002/1/7,10803.45,10979.92,10803.45,10942.36
2002/1/8,10841.97,10843.26,10662.25,10695.6
2002/1/9,10661.25,10747.6,10638.43,10663.98
2002/1/10,10652.17,10710.48,10494.35,10538.43
2002/1/11,10536.25,10571.5,10441.59,10441.59
2002/1/15,10359.44,10359.44,10208.05,10208.05
2002/1/16,10172.16,10269.03,10096.34,10177.58
2002/1/17,10184.95,10257.45,10074.45,10128.18
2002/1/18,10165.16,10296.79,10151.43,10293.32
2002/1/21,10252.43,10393.56,10169.8,10280.25
2002/1/22,10225.52,10280.3,10050.98,10050.98
2002/1/23,10063.92,10154.82,10040.91,10040.91
2002/1/24,10089.25,10240.39,10012.8,10074.05
2002/1/25,10133.59,10149.87,10017.48,10144.14
2002/1/28,10190.28,10303.74,10156.19,10220.85
2002/1/29,10191.75,10191.75,10026.03,10026.03
2002/1/30,9921.73,9938.33,9843.12,9919.48
2002/1/31,9962.35,10012.15,9896.84,9997.8
2002/2/1,10026.96,10032.25,9735.05,9791.43
2002/2/4,9808.82,9808.82,9623.99,9631.93
2002/2/5,9577.17,9683.93,9473.46,9475.6
2002/2/6,9494.62,9602.52,9420.85,9420.85
2002/2/7,9481.09,9634.79,9458.7,9583.27
2002/2/8,9564.75,9753.75,9538.45,9686.06
2002/2/12,9816.96,9949.73,9816.96,9877.99
2002/2/13,9901.89,10039.25,9865.75,9968.35
2002/2/14,10014.18,10235.38,10014.18,10081.09
2002/2/15,10098.23,10152,10025.55,10048.1
2002/2/18,10021.55,10119.21,9980.89,10093.25
2002/2/19,10113.69,10129.34,9847.16,9847.16
2002/2/20,9783.16,9901.24,9773.95,9834.13
2002/2/21,9913.85,10295.42,9895.45,10295.42
2002/2/22,10219.85,10418.64,10165.72,10356.78
2002/2/25,10394.73,10446.28,10289.83,10296.47
2002/2/26,10405.46,10458.87,10183.52,10202.63
2002/2/27,10268.87,10573.09,10268.87,10573.09
2002/2/28,10634.93,10798.67,10587.83,10587.83
2002/3/1,10641.36,10813.45,10540.31,10812
2002/3/4,10942.5,11450.22,10941.36,11450.22
2002/3/5,11529.21,11602.75,11348.45,11348.45
2002/3/6,11375.87,11648.38,11358.53,11358.53
2002/3/7,11473.63,11690.36,11472.88,11648.34
2002/3/8,11710.2,12010.25,11634.31,11885.79
2002/3/11,11941.92,12034.04,11772.86,11919.3
2002/3/12,11863.71,11912.29,11607.33,11607.33
2002/3/13,11548.24,11774.18,11415.31,11415.31
2002/3/14,11471.83,11568.82,11347.25,11568.82
2002/3/15,11594.87,11709.44,11537.89,11648.01
2002/3/18,11745.81,11789.46,11477.68,11498.38
2002/3/19,11597.86,11792.82,11597.86,11792.82
2002/3/20,11833.97,11833.97,11503.79,11526.78
2002/3/22,11460.95,11519.68,11326.22,11345.08
2002/3/25,11339.06,11378.78,11166.92,11261.09
2002/3/26,11214.25,11524.23,11165,11207.92
2002/3/27,11251.7,11421.01,11190.39,11323.68
2002/3/28,11313.56,11348.22,11240.99,11333.11
2002/3/29,11350.35,11389.6,11024.94,11024.94
2002/4/1,11106.07,11148.5,11007.63,11028.7
2002/4/2,11142.83,11217.24,11049.85,11204.49
2002/4/3,11103.72,11476.94,11042.25,11400.71
2002/4/4,11430.25,11537.13,11336.2,11379.2
2002/4/5,11366.4,11412.99,11301.95,11335.49
2002/4/8,11321.28,11430.03,11265.18,11352.89
2002/4/9,11337.49,11363.2,11113.08,11114.49
2002/4/10,11089.13,11293.17,11052.7,11218.58
2002/4/11,11291.38,11320.67,11147.27,11147.27
2002/4/12,11069.84,11122.77,10896.12,10962.98
2002/4/15,11013.67,11138.7,10941.81,11137.3
2002/4/16,11160.91,11346.66,11141.27,11346.66
2002/4/17,11422.75,11544.83,11403.79,11543.71
2002/4/18,11499.78,11635.98,11485.09,11575.73
2002/4/19,11488.5,11525.88,11386.72,11512.01
2002/4/22,11555.08,11765.05,11555.08,11721.64
2002/4/23,11633.18,11812.99,11576.71,11736.83
2002/4/24,11749.32,11808.25,11663.71,11672.88
2002/4/25,11691.73,11708.01,11583.07,11648.72
2002/4/26,11681.8,11685.08,11464.59,11541.39
2002/4/30,11532.57,11548.78,11440.66,11492.54
2002/5/1,11540.09,11591.49,11528.29,11552.79
2002/5/2,11609.69,11609.69,11518.57,11551.01
2002/5/7,11500.13,11508.58,11250.86,11316.04
2002/5/8,11356.54,11581.41,11356.54,11520.75
2002/5/9,11633.8,11727.52,11620.52,11633.3
2002/5/10,11534.73,11587.43,11523.84,11531.11
2002/5/13,11473.93,11473.93,11309.48,11336.95
2002/5/14,11451.6,11507.66,11336.81,11356.19
2002/5/15,11486.06,11693.91,11486.06,11642.97
2002/5/16,11671.42,11747.35,11579.12,11738.69
2002/5/17,11820.33,11926.9,11817.65,11847.32
2002/5/20,11887.8,11942.91,11836.22,11856.54
2002/5/21,11803.74,11824.73,11765.21,11801.16
2002/5/22,11767.57,11963.23,11767,11961.98
2002/5/23,12001.28,12019.86,11936.87,11979.85
2002/5/24,12013.35,12023.42,11842.8,11976.28
2002/5/27,11975.33,12081.43,11952.68,11976.35
2002/5/28,11941.97,11950.28,11889.56,11936.08
2002/5/29,11837.27,11887.73,11796.59,11853
2002/5/30,11804.46,11812.59,11680.58,11770.03
