DATE,OPEN,HIGH,LOW,CLOSE
20060310,2.288,1.332,2.129,0.49
20060313,1.594,0.702,1.615,1.514
20060314,0.836,0.188,-0.023,-0.756
20060315,-0.358,-0.26,0.328,0.496
20060316,0.075,-0.069,-1.604,-1.375
20060317,-1.119,-0.103,0.459,1.502
20060320,0.78,1.984,1.191,1.73
20060322,1.698,-0.505,1.086,-0.781
20060323,0.163,0.469,-0.078,-0.037
20060324,-0.628,-0.292,-0.012,0.433
20060327,0.595,0.592,0.831,0.537
20060328,-0.298,-0.125,-0.822,0.241
20060329,0.722,1.699,0.906,1.476
20060330,2.023,0.876,2.148,0.629
20060331,0.455,-0.181,0.125,0.084
20060403,0.227,1.696,0.644,1.591
20060404,0.976,0.133,0.936,-0.233
20060405,0.257,0.311,-0.459,-0.283
20060406,0.147,0.142,0.925,1.413
20060407,0.765,0.422,0.414,0.422
20060410,-0.251,-0.421,-0.194,-0.61
20060411,0.032,-0.003,-0.518,-0.221
20060412,-0.941,-0.942,-0.774,-1.478
20060413,-0.376,-0.127,-0.544,0.213
20060414,0.504,0.093,0.468,0.201
20060417,-0.495,-0.495,-0.871,-1.364
20060418,-1.532,0.199,-0.324,1.358
20060419,2.526,1.101,2.361,0.678
20060420,-0.08,-0.268,-0.382,-0.188
20060421,-0.343,0.385,-0.148,0.498
20060424,-0.502,-1.348,-2.146,-2.853
20060425,-1.851,-1.433,-0.622,0.33
20060426,0.377,0.632,0.931,0.503
20060427,0.737,0.397,0.882,0.343
20060428,-0.466,-0.774,-2.034,-1.225
20060501,-0.645,-0.461,0.703,0.115
20060502,-0.057,1.307,0.187,1.338
20060508,2.418,1.08,2.04,0.801
20060509,-0.465,-0.466,-0.405,-0.584
20060510,-0.537,-0.24,-1.735,-1.4
20060511,-1.61,-0.967,-0.252,-0.531
20060512,-1.38,-2.555,-2.516,-1.556
20060515,-1.574,-1.02,-0.643,-0.694
20060516,0.687,0.662,-1.236,-2.013
20060517,-1.525,-1.684,-0.517,0.919
20060518,-1.05,-1.11,-0.747,-1.361
20060519,-0.299,0.168,0.071,0.423
20060522,1.321,0.63,-0.557,-1.859
20060523,-3.331,-3.073,-1.619,-1.645
20060524,-0.289,0.827,-0.478,1.955
20060525,0.843,-0.365,0.874,-1.351
20060526,0.117,0.764,1.11,1.75
20060529,1.776,0.878,0.415,-0.345
20060530,-1.191,-1.084,-0.443,-0.354
20060531,-1.646,-1.754,-2.382,-2.504
20060601,-0.369,-0.037,-0.162,0.235
20060602,-0.019,0.854,-0.981,1.825
20060605,0.76,-0.028,2.304,-0.769
20060606,-1.399,-1.772,-1.82,-1.826
20060607,-1.402,-0.481,-1.615,-1.895
20060608,-1.949,-2.914,-4.043,-3.115
20060609,-3.114,-1.104,-0.745,0.802
20060612,1.061,0.132,1.322,0.556
20060613,-0.238,-1.266,-2.516,-4.23
20060614,-3.94,-1.37,-1.225,0.638
20060615,2.585,0.93,2.615,1.12
20060616,1.552,2.589,1.799,2.784
20060619,0.926,-0.388,0.63,-0.128
20060620,-0.032,-0.49,-1.022,-1.436
20060621,-0.666,-0.895,-0.955,-0.028
20060622,0.673,2.848,2.248,3.301
20060623,1.272,-0.079,0.36,-0.077
20060626,0.522,0.595,0.819,0.187
20060627,0.565,-0.062,0.714,0.128
20060628,-1.111,-1.386,-1.807,-1.901
20060629,-0.109,0.926,1.013,1.567
20060630,2.318,2.503,2.358,2.508
20060703,1.555,0.617,1.168,0.428
20060704,0.664,0.595,0.671,0.429
20060705,-1.109,-0.804,-0.887,-0.735
20060706,-0.316,-0.797,-1.312,-1.313
20060707,-0.174,-0.154,-0.013,-0.09
20060710,-1.821,0.764,-1.294,1.589
20060711,2.189,-0.369,1.669,-0.509
20060712,-0.517,-0.223,-1.078,-1.461
20060713,-1.819,-0.606,-0.765,-0.998
20060714,-1.423,-2.456,-1.592,-1.688
20060718,-1.349,-1.683,-2.589,-2.787
20060719,-1.44,-0.828,0.133,0.436
20060720,1.436,2.275,1.708,3.033
20060721,0.756,-0.632,0.534,-0.844
20060724,-0.844,-0.107,-1.524,-0.181
20060725,1.82,1.513,2.628,1.414
20060726,0.632,0.197,-0.44,-0.811
20060727,-1.216,0.74,-0.291,1.967
20060728,2.219,0.86,2.074,1.069
20060731,1.597,1.195,1.849,0.74
20060801,-0.485,-0.092,-0.438,-0.103
20060802,-0.299,-0.361,-0.508,0.151
20060803,1.203,0.74,1.001,0.039
20060804,-0.159,-0.161,-0.041,0.186
20060807,-0.052,-0.255,-1.839,-2.252
20060808,-1.693,-0.254,0.231,2.029
20060809,1.192,1.172,0.337,1.233
20060810,1.084,0.201,1.923,-0.164
20060811,0.238,-0.06,0.125,-0.422
20060814,-0.457,1.114,-0.038,1.859
20060815,1.789,0.354,1.646,-0.258
20060816,0.874,1.073,0.977,1.6
20060817,1.071,0.74,0.284,-0.315
20060818,-0.559,-0.215,0.085,0.53
20060821,0.323,-0.151,-0.535,-0.854
20060822,-0.682,0.613,0.366,1.32
20060823,1.038,-0.112,0.767,-0.112
20060824,-0.454,-0.851,-1.296,-1.26
20060825,-0.829,0.42,-0.226,-0.138
20060828,-0.017,-0.943,-0.82,-1.111
20060829,-0.447,-0.367,0.423,0.809
20060830,0.302,0.103,-0.27,-0.117
20060831,-0.285,1.52,0.715,1.679
20060901,1.178,-0.302,0.923,-0.04
20060904,1.282,1.575,1.551,1.378
20060905,0.473,-0.067,0.003,0.17
20060906,-0.043,-0.019,-0.218,-0.624
20060907,-1.282,-1.59,-1.871,-1.682
20060908,-1.46,0.088,-0.707,0.424
20060911,0.908,-0.64,-0.378,-1.795
20060912,-1.313,-1.069,-0.615,-0.476
20060913,0.288,0.521,0.352,0.195
20060914,-0.364,0.184,0.452,1.214
20060915,0.256,-0.55,-0.241,-0.474
20060919,0.479,1.182,0.652,0.046
20060920,-1.202,-2.087,-1.555,-0.985
20060921,0.394,0.604,0.336,0.732
20060922,-0.718,-0.785,-0.606,-1.268
20060925,-1,-0.281,-0.427,-0.006
20060926,0.282,-0.154,0.026,-0.49
20060927,0.63,1.777,1.048,2.479
20060928,1.752,0.532,1.455,0.482
20060929,0.79,0.588,0.602,0.639
20061002,0.446,1.243,0.936,0.783
20061003,0.183,-0.422,-0.056,-0.075
20061004,0.556,0.629,-0.749,-0.987
20061005,0.018,0.72,1.599,2.255
20061006,0.934,-0.142,0.453,-0.081
20061010,-0.728,0.981,-0.215,0.25
20061011,1.047,-0.146,0.454,-0.466
20061012,-0.675,-0.607,-0.344,-0.194
20061013,0.658,0.549,0.915,1.019
20061016,1.018,0.877,0.934,0.94
20061017,0.25,-0.165,-0.525,-0.487
20061018,-1.113,-0.232,-0.572,0.249
20061019,0.924,0.136,0.239,-0.612
20061020,-0.705,-0.152,0.279,0.604
20061023,0.513,0.802,0.279,0.821
20061024,1.268,0.616,0.968,-0.05
20061025,-0.095,-0.311,-0.376,-0.485
20061026,-0.258,0.084,0.45,0.67
20061027,0.504,0.095,-0.768,-0.851
20061030,-2.004,-1.972,-1.905,-1.921
20061031,-0.942,-0.44,-0.096,0.29
20061101,-0.31,-0.198,-0.418,-0.147
20061102,-0.348,-0.576,-0.229,-0.154
20061106,-0.019,0.296,-0.031,0.09
20061107,1.409,0.693,1.072,0.175
20061108,-0.643,-0.538,-1.101,-1.09
20061109,-1.135,-0.841,-0.65,-0.106
20061110,-0.525,-0.034,0.064,-0.533
20061113,-0.731,-1.318,-1.192,-0.56
20061114,1.009,1.548,1.634,1.653
20061115,1.045,0.339,0.416,-0.283
20061116,-0.345,-0.039,-0.616,-0.491
20061117,-0.678,-0.79,-0.475,-0.447
20061120,-1.106,-1.252,-2.147,-2.299
20061121,-1.498,-1.372,-0.189,0.052
20061122,-0.546,0.608,-0.132,1.138
20061124,0.659,-0.784,-0.232,-1.135
20061127,-1.075,0.771,-0.151,0.954
20061128,0.614,-0.358,0.244,-0.19
20061129,1.497,1.695,1.844,1.384
20061130,1.46,0.913,1.295,1.225
20061201,0.798,0.625,0.55,0.291
20061204,-0.301,-0.087,-0.346,-0.112
20061205,0.653,0.233,0.329,-0.232
20061206,-0.372,0.007,0.093,0.647
20061207,0.928,0.907,0.991,0.622
20061208,-0.195,-0.349,-0.174,-0.338
20061211,0.349,0.701,0.503,0.669
20061212,0.812,0.443,0.686,0.662
20061213,-0.075,0.062,0.036,0.331
20061214,0.631,0.813,0.748,0.813
20061215,1.27,0.774,0.858,0.504
20061218,0.205,0.2,0.427,0.282
20061219,-0.466,-0.23,-1.047,-1.098
20061220,-0.322,0.564,0.449,1.386
20061221,1.248,0.342,1.067,0.216
20061222,-0.173,-0.025,-0.102,0.335
20061225,0.547,0.102,0.375,-0.071
20061226,-0.202,0.369,-0.001,0.445
20061227,0.798,0.435,0.879,0.462
20061228,0.481,0.238,-0.252,-0.138
20061229,-0.357,-0.119,0.361,0.006
20070104,0.544,0.567,0.521,0.739
20070105,-0.04,-0.302,-1.775,-1.522
20070109,-1.728,-0.382,-0.16,0.852
20070110,1.014,-0.358,-0.806,-1.728
20070111,-1.37,-0.829,-0.53,-0.617
20070112,0.125,0.604,1.086,1.291
20070115,1.058,0.655,1.191,0.892
20070116,0.178,0.083,0.183,-0.043
20070117,-0.219,0.272,-1.013,0.342
20070118,0.552,0.424,1.273,0.633
20070119,0.533,-0.175,0.13,-0.349
20070122,0.515,0.61,0.915,0.655
20070123,-0.458,-0.244,-0.461,-0.09
20070124,0.889,0.635,1.017,0.566
20070125,0.566,0.367,-0.406,-0.281
20070126,-1.353,-1.117,-0.73,-0.209
20070129,0.145,0.388,0.107,0.278
20070130,0.669,0.393,0.766,0.113
20070131,-0.092,-0.346,-1.018,-0.612
20070201,-0.67,0.263,0.492,0.78
20070202,1.1,0.51,0.984,0.157
20070205,-0.215,-0.581,-1.365,-1.16
20070206,-0.842,-0.561,0.289,0.357
20070207,-0.095,-0.336,-0.842,-0.66
20070208,0.003,0.147,0.076,0.001
20070209,-0.166,0.832,0.36,1.218
20070213,0.817,0.468,0.954,0.667
20070214,1.027,0.914,1.188,0.742
20070215,1.288,0.682,0.938,0.811
20070216,-0.35,-0.149,-0.123,-0.121
20070219,0.036,0.497,0.094,0.36
20070220,0.471,-0.117,0.106,-0.005
20070221,-0.127,0.085,0.119,-0.145
20070222,0.761,0.912,0.972,1.086
20070223,0.444,0.584,0.122,0.439
20070226,0.585,0.335,0.547,0.148
20070227,0.107,-0.152,-0.399,-0.525
20070228,-2.193,-2.376,-3.895,-2.888
20070301,-1.703,-1.617,-0.7,-0.859
20070302,-1.094,-1.151,-0.588,-1.359
20070305,-2.09,-2.12,-3.725,-3.401
20070306,-2.007,-0.647,0.7,1.208
20070307,1.947,0.621,0.495,-0.475
20070308,-1.498,0.6,-0.274,1.924
20070309,2.915,0.908,2.455,0.43
20070312,0.507,0.458,0.619,0.745
20070313,-0.251,-0.15,-0.313,-0.659
20070314,-1.944,-2.122,-3.105,-2.965
20070315,-0.784,0.036,0.79,1.094
20070316,-0.146,-0.017,-0.7,-0.692
20070319,-0.391,0.512,0.421,1.573
20070320,2.606,1.407,2.555,0.899
20070322,1.322,1.274,1.349,1.481
20070323,0.779,0.26,0.164,0.352
20070326,-0.009,0.133,0.098,0.236
20070327,-0.921,-0.235,-0.628,-0.9
20070328,-0.168,-0.425,-1.011,-0.637
20070329,-1.209,-0.527,-0.617,0.053
20070330,1.155,0.172,1.346,0.137
20070402,0.158,0.258,-1.565,-1.511
20070403,-1.11,-0.841,0.568,1.258
20070404,1.423,1.703,1.729,1.725
20070405,0.612,-0.258,0.208,-0.301
20070406,-0.026,0.165,-0.045,-0.038
20070409,0.587,1.062,1.048,1.47
20070410,0.142,-0.231,0.04,-0.447
20070411,0.387,0.093,0.029,0.03
20070412,-0.554,-0.689,-0.93,-0.736
20070413,0.155,0.347,-0.735,-1.011
20070416,-0.694,0.192,1.032,1.511
20070417,1.381,0.48,-0.315,-0.574
20070418,-1.095,-0.424,0.493,0.795
20070419,-0.156,-1.004,-1.833,-1.686
20070420,-0.334,-0.16,1.068,0.463
20070423,0.673,0.879,0.052,0.016
20070424,-1.292,-0.889,-0.621,-0.021
20070425,0.09,-0.693,-0.488,-1.243
20070426,-0.113,0.669,0.576,1.114
20070427,0.099,0.263,-0.125,-0.165
20070501,0.111,-0.835,-0.558,-0.723
20070502,-0.493,0.257,0.14,0.692
20070507,1.453,1.564,1.904,1.568
20070508,0.496,-0.024,0.169,-0.074
20070509,-0.198,0.235,0.163,0.516
20070510,0.999,0.417,0.545,-0.063
20070511,-1.002,-1.193,-1.465,-1.038
20070514,0.378,0.964,1.244,0.705
20070515,-0.599,-1.001,-1.037,-0.938
20070516,-0.514,-0.396,-0.349,0.091
20070517,0.566,0.66,0.296,-0.174
20070518,-0.13,-0.526,-0.929,-0.567
20070521,-0.617,0.204,0.522,0.9
20070522,0.701,0.744,0.765,0.699
20070523,1.046,0.405,0.873,0.142
20070524,-0.467,-0.237,-0.524,-0.046
20070525,-0.859,-1.311,-1.352,-1.227
20070528,0.09,0.575,1,0.607
20070529,-0.115,0.397,-0.131,0.482
20070530,0.793,0.15,-0.213,-0.478
20070531,0.291,0.835,1.235,1.621
20070601,1.313,0.791,1.358,0.464
20070604,0.655,0.3,0.166,0.081
20070605,-0.267,0,-0.128,0.446
20070606,-0.103,0.007,0.227,-0.071
20070607,-0.681,-0.109,-0.695,0.069
20070608,0.143,-0.827,-0.956,-1.531
20070611,-0.032,0.153,0.592,0.311
20070612,-0.301,-0.386,-0.372,-0.413
20070613,-1.203,-0.458,-0.813,-0.159
20070614,1.144,0.525,1.262,0.616
20070615,0.621,0.741,0.644,0.722
20070618,1.007,1.029,1.013,0.986
20070619,0.023,-0.169,-0.052,0.078
20070620,0.229,0.732,0.212,0.264
20070621,-0.307,-0.051,-0.188,0.157
20070622,0.334,-0.48,-0.085,-0.284
20070625,-0.387,0.019,-0.069,-0.558
20070626,-0.052,-0.56,-0.395,-0.118
20070627,-0.646,-0.657,-0.896,-1.207
20070628,-0.368,-0.129,0.254,0.464
20070629,0.528,1.022,0.447,1.143
20070702,0.711,0.169,0.494,0.044
20070703,0.371,0.305,0.465,0.02
20070704,-0.262,-0.126,-0.017,0.104
20070705,0.182,0.478,0.266,0.29
20070706,-0.04,-0.607,-0.584,-0.443
20070709,0.228,0.535,0.703,0.665
20070710,0.102,-0.122,-0.052,-0.051
20070711,-0.704,-0.787,-0.967,-1.119
20070712,-0.059,0.076,-0.61,-0.363
20070713,0.304,0.759,1.285,1.407
20070717,0.595,0.004,0.093,-0.119
20070718,-0.732,-0.732,-1.127,-1.113
20070719,-0.221,-0.027,0.406,0.559
20070720,0.291,0.506,0.483,0.228
20070723,-0.846,-1.179,-1.288,-1.076
20070724,0.017,0.053,0.075,0.213
20070725,-1.049,-0.767,-0.966,-0.801
20070726,-0.021,-0.111,-0.311,-0.879
20070727,-2,-2.304,-2.769,-2.391
20070730,-1.827,-0.951,-0.897,0.032
20070731,1.042,0.166,0.892,-0.234
20070801,-0.863,-0.863,-2.055,-2.215
20070802,-1.248,-0.995,-1.151,0.668
20070803,0.374,0.604,1.552,-0.025
20070806,-1.412,-0.881,-1.416,-0.386
20070807,1.352,0.573,1.122,0.043
20070808,-0.467,0.209,0.286,0.633
20070809,1.407,1.101,1.393,0.826
20070810,-1.45,-1.902,-2.942,-2.396
20070813,-0.78,-0.003,0.442,0.214
20070814,0.195,-0.552,0.134,0.265
20070815,-0.989,-1.12,-1.897,-2.215
20070816,-2.201,-2.251,-3.554,-2.005
20070817,-1.615,-1.445,-3.839,-5.57
20070820,-3.543,-0.762,1.4,2.96
20070821,1.898,1.005,1.775,1.068
20070822,0.586,-0.896,0.212,-0.004
20070823,1.422,2.325,1.919,2.581
20070824,1.187,-0.021,0.584,-0.414
20070827,0.874,1.064,0.468,0.322
20070828,-1.317,-0.983,-0.438,-0.085
20070829,-0.904,-1.698,-2.264,-1.701
20070830,0.707,1.247,1.635,0.877
20070831,0.548,1.824,1.081,2.538
20070903,1.465,0.042,1.14,-0.267
20070904,-0.397,-0.389,-0.369,-0.634
20070905,0.366,0.252,-1.458,-1.609
20070906,-3.09,-1.806,-1.968,0.608
20070907,1.093,-0.163,1.179,-0.833
20070910,-1.703,-2.017,-2.374,-2.24
20070911,-0.749,0.213,-0.263,0.712
20070912,1.202,0.575,0.77,-0.506
20070913,-0.578,-0.633,0.451,0.149
20070914,0.052,1.316,0.472,1.917
20070918,0.892,-0.65,-0.608,-2.04
20070919,0.004,2.151,1.617,3.603
20070920,2.686,0.64,1.891,0.197
20070921,-1.161,-0.837,-0.603,-0.618
20070925,0.201,0.493,-0.035,0.545
20070926,0.436,0.139,0.909,0.207
20070927,0.992,2.468,0.992,2.384
20070928,2.103,0.357,1.221,-0.277
20071001,-0.775,-0.174,-0.415,0.358
20071002,1.508,1.017,1.785,1.185
20071003,0.224,0.775,0.185,0.894
20071004,0.112,-0.262,0.153,-0.626
20071005,-0.086,-0.094,-0.065,-0.161
20071009,0.558,0.541,0.59,0.554
20071010,0.378,0.099,0.075,0.105
20071011,-0.246,1.35,0.049,1.623
20071012,1.324,-0.27,0.731,-0.735
20071015,-0.105,-0.067,0.067,0.156
20071016,-0.765,-0.847,-1.093,-1.277
20071017,-0.889,-0.982,-1.82,-1.071
20071018,-0.819,0.196,1.06,0.885
20071019,-0.057,-1.071,-1.562,-1.72
20071022,-2.395,-2.395,-2.71,-2.261
20071023,-0.465,-0.052,0.932,0.074
20071024,0.19,0.143,-0.529,-0.562
20071025,-0.912,-0.848,-0.807,-0.455
20071026,-0.058,0.407,0.921,1.351
20071029,1.545,1.614,1.605,1.159
20071030,0.253,-0.546,-0.729,-0.282
20071031,-0.209,0.336,0.363,0.519
20071101,1.15,0.881,1.457,0.79
20071102,-0.989,-1.385,-1.869,-2.114
20071105,-1.143,-1.187,-1.668,-1.516
20071106,-1.874,-0.635,-0.417,-0.119
20071107,1.063,-0.167,-0.393,-0.946
20071108,-2.708,-2.703,-2.87,-2.04
20071109,-1.353,-0.355,-0.384,-1.2
20071112,-1.92,-2.871,-3.715,-2.51
20071113,-1.502,-0.988,-0.065,-0.465
20071114,1.072,1.753,1.972,2.435
20071115,1.459,0.53,0.711,-0.668
20071116,-1.934,-2.262,-2.408,-1.582
20071119,-0.405,0.419,0.067,-0.742
20071120,-2.052,-0.528,-1.939,1.117
20071121,1.633,-0.447,0.128,-2.488
20071122,-2.595,-1.022,-0.682,0.344
20071126,1.315,1.948,1.643,1.642
20071127,0.217,0.113,-0.747,0.577
20071128,2.099,-0.207,1.924,-0.455
20071129,0.447,1.778,1.645,2.348
20071130,1.173,1.253,1.173,1.07
20071203,1.452,0.307,0.368,-0.33
20071204,-0.852,-0.74,-0.846,-0.957
20071205,-1.256,-0.394,-0.526,0.828
20071206,2.33,1.756,2.415,1.685
20071207,1.321,1.308,1.31,0.517
20071210,0.094,-0.563,-0.77,-0.201
20071211,-0.026,0.364,0.92,0.753
20071212,-1.096,-0.7,-1.72,-0.703
20071213,-0.064,-0.82,-1.073,-2.515
20071214,-1.73,-0.863,-0.638,-0.142
20071217,-0.735,-1.208,-1.401,-1.721
20071218,-2.189,-1.342,-1.421,-0.275
20071219,0.435,-0.222,0.174,-1.173
20071220,-0.091,-0.697,-0.083,0.007
20071221,-0.709,0.749,-0.133,1.488
20071225,2.605,1.995,2.913,1.919
20071226,1.112,0.449,0.762,0.647
20071227,0.016,-0.161,-0.154,-0.569
20071228,-1.309,-1.385,-1.914,-1.664
20080104,-1.686,-1.68,-4.691,-4.11
20080107,-4.083,-3.278,-0.718,-1.308
20080108,-0.829,-0.822,-0.505,0.194
20080109,-0.449,0.376,-0.659,0.484
20080110,1.256,-0.123,0.813,-1.456
20080111,-0.876,-0.945,-2.047,-1.946
20080115,-1.993,-1.559,-1.295,-0.984
20080116,-2.422,-2.723,-3.024,-3.408
20080117,-1.463,-0.281,-0.209,2.044
20080118,-0.139,0.719,-0.798,0.563
20080121,0.909,-1.434,-0.336,-3.939
20080122,-4.296,-4.32,-5.778,-5.816
20080123,-2.851,-0.469,0.374,2.016
20080124,1.526,0.542,2.602,2.035
20080125,2.337,3.827,2.262,4.015
20080128,1.676,-1.07,-1.222,-4.052
20080129,-1.767,0.037,1.039,2.943
20080130,1.898,0.054,0.351,-0.998
20080131,-2.043,0.8,-0.881,1.837
20080201,2.171,0.189,2.175,-0.704
20080204,0.919,1.749,1.466,2.651
20080205,1.192,-0.486,0.169,-0.827
20080206,-1.884,-1.971,-4.233,-4.816
20080207,-3.54,-2.299,-0.972,0.82
20080208,0.502,0.266,0.195,-1.448
20080212,-1.103,-1.069,-0.575,0.036
20080213,1.254,0.773,0.872,0.355
20080214,0.694,2.875,1.638,4.182
20080215,1.898,0.295,0.786,-0.029
20080219,1.857,1.356,2.481,0.989
20080220,-0.233,-0.895,-2.826,-3.307
20080221,-1.964,0.394,0.966,2.8
20080222,0.5,-1.781,-0.454,-1.382
20080225,0.605,3.116,1.731,3.021
20080226,3.071,0.604,1.394,-0.648
20080227,-0.211,0.367,1.102,1.483
20080228,-0.928,-1.02,-1.166,-0.757
20080229,-1.032,-1.615,-1.914,-2.343
20080303,-2.376,-2.394,-4.08,-4.594
20080304,-2.511,-2.287,-0.843,0.001
20080305,-0.823,-0.508,0.285,-0.156
20080306,0.736,2.433,1.007,1.859
20080307,-0.339,-2.582,-2.373,-3.328
20080310,-2.391,-1.919,-1.721,-1.98
20080311,-2.585,-0.803,-1.401,1.002
20080312,3.564,3.079,3.552,1.59
20080313,-0.787,-2.313,-3.56,-3.382
20080314,-1.833,-1.497,-1.506,-1.555
20080317,-3.421,-3.641,-3.992,-3.78
20080318,-2.175,-1.141,0.874,1.488
20080319,2.614,3.116,2.914,2.446
20080321,1.547,0.978,1.355,1.796
20080324,1.14,0.686,1.052,-0.02
20080325,1.327,1.646,1.076,2.102
20080326,0.073,-0.623,0.145,-0.303
20080327,-0.242,-0.712,-0.919,-0.806
20080328,-0.191,1.984,0.255,1.698
20080331,0.908,-1.291,-0.618,-2.327
20080401,-1.342,0.548,0.731,1.039
20080402,2.338,3.16,2.481,4.125
20080403,2.719,1.509,2.315,1.509
20080404,0.727,-0.217,0.629,-0.725
20080407,-0.345,0.932,0.067,1.174
20080408,1.002,-0.617,-0.023,-1.497
20080409,-0.591,-0.408,-1.733,-1.051
20080410,-2.016,-2.165,-0.773,-1.279
20080411,0.245,2.023,1.094,2.881
20080414,0.541,-1.487,-1.403,-3.096
20080415,-1.38,-0.61,0.134,0.564
20080416,1.365,1.291,1.817,1.19
20080417,1.4,2.047,1.521,1.9
20080418,0.826,-0.081,0.08,0.582
20080421,1.578,1.869,2.344,1.62
20080422,-0.384,-0.96,-0.888,-1.092
20080423,-0.976,0.797,-0.52,0.231
20080424,1.169,-0.455,0.357,-0.282
20080425,0.005,1.682,0.866,2.354
20080428,2.132,0.838,0.958,0.223
20080430,-0.758,-0.194,0.15,-0.32
20080501,-0.003,-0.657,-0.285,-0.602
20080502,1.021,1.347,1.57,2.031
20080507,1.447,0.96,0.562,0.378
20080508,-0.99,-1.22,-0.662,-1.135
20080509,-0.479,-0.642,-2.106,-2.087
20080512,-2.73,-1.104,-0.731,0.643
20080513,1.815,1.322,1.421,1.519
20080514,1.063,1.032,1.035,1.174
20080515,1.458,1.622,2.066,0.939
20080516,1.378,0.276,0.197,-0.227
20080519,-0.482,-0.343,0.17,0.352
20080520,-0.522,-0.395,-0.686,-0.77
20080521,-1.542,-1.733,-1.965,-1.665
20080522,-1.655,-0.403,-1.375,0.374
20080523,1.244,1.225,1.939,0.241
20080526,-0.497,-1.952,-1.844,-2.325
20080527,-0.906,0.343,0.583,1.473
20080528,1.346,0.345,-0.622,-1.332
20080529,-0.753,1.198,1.215,2.982
20080530,2.59,1.534,2.566,1.504
20080602,1.032,0.655,-0.016,0.706
20080603,-0.471,-1.193,-0.439,-1.612
20080604,-0.039,1.017,0.862,1.581
20080605,0.855,-0.298,0.084,-0.656
20080606,0.953,1.44,1.582,1.029
20080609,-1.771,-2.233,-2.598,-2.149
20080610,0.042,0.21,-0.955,-1.136
20080611,-1.012,-0.803,0.072,1.151
20080612,-0.904,-1.306,-1.204,-2.101
20080613,0.006,0.221,-0.114,0.611
20080616,0.762,2.307,2.1,2.688
20080617,1.886,0.125,1.381,-0.042
20080618,-0.597,0.575,0.012,0.725
20080619,0.163,-1.009,-1.637,-2.258
20080620,-1.079,-0.945,-1.187,-1.34
20080623,-2.875,-1.916,-1.707,-0.609
20080624,-0.023,-0.311,0.515,-0.057
20080625,0.395,-0.319,-0.75,-0.142
20080626,0.178,0.845,1.184,-0.055
20080627,-1.75,-2.504,-2.53,-2.031
20080630,-0.153,-0.052,0.007,-0.466
20080701,-0.514,-0.162,-0.044,-0.135
20080702,-0.185,-0.639,-1.508,-1.322
20080703,-2.462,-1.215,-0.972,-0.158
20080704,0.936,-0.289,0.126,-0.208
20080707,-0.549,0.905,0.259,0.918
20080708,0.556,-0.856,-1.415,-2.478
20080709,-0.882,-0.078,0.417,0.146
20080710,-1.805,-1.096,-0.835,0.115
20080711,0.994,0.184,-0.094,-0.211
20080714,-0.316,0.165,0.399,-0.227
20080715,-0.927,-2.176,-1.979,-1.984
20080716,-1.381,-0.674,-0.35,0.049
20080717,1.286,0.888,1.423,0.991
20080718,0.668,0.539,-0.707,-0.656
20080722,-0.244,1.416,1.236,2.934
20080723,2.405,1.533,2.428,0.966
20080724,1.137,1.591,1.164,2.158
20080725,0.306,-0.986,-0.519,-1.994
20080728,-0.335,-0.007,0.022,0.143
20080729,-1.405,-1.863,-2.345,-1.466
20080730,0.355,1.143,1.871,1.571
20080731,1.072,0.711,-0.058,0.067
20080801,-1.003,-1.297,-1.652,-2.132
20080804,-1.467,-1.365,-0.995,-1.24
20080805,-0.97,-0.492,-0.13,-0.143
20080806,0.787,1.867,1.2,2.6
20080807,1.509,-0.283,-0.114,-0.985
20080808,-1.761,0.013,-0.549,0.33
20080811,1.772,1.565,2.263,1.974
20080812,1.039,-0.362,0.126,-0.952
20080813,-1.446,-1.611,-2.462,-2.131
20080814,-2.012,-0.874,-0.204,-0.51
20080815,0.38,-0.468,0.195,0.482
20080818,-0.157,1.831,-0.139,1.115
20080819,0.346,-1.932,-1.183,-2.308
20080820,-2.037,-0.716,-0.22,-0.104
20080821,1.025,-0.297,-0.237,-0.777
20080822,-1.234,-1.192,-0.725,-0.678
20080825,0.55,1.687,1.302,1.665
20080826,-0.678,-1.15,-1.111,-0.779
20080827,0.184,-0.137,0.204,-0.202
20080828,0.73,0.498,0.288,0.12
20080829,0.759,1.789,1.56,2.358
20080901,0.088,-1.067,-0.655,-1.843
20080902,-1.22,-0.155,-2.71,-1.766
20080903,-0.601,-1.191,1.243,0.633
20080904,-0.598,-0.841,-1.057,-1.045
20080905,-1.935,-2.195,-2.844,-2.789
20080908,-0.208,2.284,1.542,3.32
20080909,1.366,-1.125,-0.135,-1.789
20080910,-2.267,-1.005,-1.435,-0.437
20080911,-0.095,-1.181,-0.647,-1.997
20080912,0.157,0.151,-0.186,0.923
20080916,-1.88,-2.05,-4.301,-5.08
20080917,-2.448,-1.242,1.353,1.199
20080918,-1.378,-2.576,-3.54,-2.242
20080919,0.471,2.919,2.738,3.687
20080922,3.433,2.837,3.574,1.414
20080924,-0.049,-1.222,-1.113,0.202
20080925,-0.887,-0.742,-0.584,-0.9
20080926,0.84,0.475,-0.394,-0.949
20080929,-1.197,-0.165,-0.576,-1.265
20080930,-2.709,-4.207,-4.898,-4.207
20081001,-1.473,-0.947,1.366,0.958
20081002,0.232,-0.037,-1.518,-1.896
20081003,-3.302,-3.128,-1.863,-1.961
20081006,-2.148,-2.372,-5.292,-4.345
