Date,NK_Open,NK_High,NK_Low,NK_Close,DOW,JPY,UST10,VIX
2010/08/27,8814,9019.5,8809.5,8991.06,9985.80957,84.31,2.481,27.37
2010/08/30,9174,9284.5,9119.5,9149.26,10150.65039,85.26,2.647,24.45
2010/08/31,8999,9009.5,8819.5,8824.06,10009.73047,84.61,2.53,27.21
2010/09/01,8824,8934.5,8799.5,8927.02,10014.71973,84.13,2.47,26.05
2010/09/02,9084,9094,8959.5,9062.84,10269.46973,84.51,2.58,23.89
2010/09/03,9109,9144.5,9049.5,9114.13,10320.09961,84.37,2.627,23.19
2010/09/06,9204,9307.5,9174.5,9301.32,10447.92969,84.34,2.713,21.31
2010/09/07,9217,9312.5,9207.5,9226,10394.31006,84.17,2.714,22.555
2010/09/08,9087,9102.5,8997.5,9024.6,10340.69043,83.75,2.598,23.8
2010/09/09,9128,9133.5,9068.5,9098.39,10387.00977,84,2.654,23.25
2010/09/10,9153,9293.5,9133,9239.17,10415.24023,83.92,2.757,22.81
2010/09/13,9358,9398.5,9313,9321.82,10462.76953,84.18,2.795,21.99
2010/09/14,9308,9323.5,9253.5,9299.31,10544.12988,83.61,2.746,21.21
2010/09/15,9243,9578.5,9193.5,9516.56,10526.49023,83.08,2.679,21.56
2010/09/16,9628,9628,9478.5,9509.5,10572.73047,85.61,2.723,22.1
2010/09/17,9598,9643.5,9553.5,9626.09,10594.83008,85.81,2.763,21.72
2010/09/21,9688,9693.5,9578.5,9602.11,10607.84961,85.86,2.743,22.01
2010/09/22,9558,9623.5,9543.5,9566.32,10761.03027,84.99,2.576,22.35
2010/09/24,9418,9603.5,9413,9471.67,10739.30957,84.59,2.555,22.51
2010/09/27,9556,9613.5,9538,9603.14,10860.25977,84.21,2.607,21.71
2010/09/28,9514,9549.5,9469.5,9495.76,10812.04004,84.27,2.531,22.54
2010/09/29,9529,9604.5,9499.5,9559.38,10858.13965,83.94,2.469,22.6
2010/09/30,9559,9569.5,9369.35,9369.35,10835.28027,83.77,2.501,23.25
2010/10/01,9454,9474.5,9354.5,9404.23,10788.04981,83.51,2.512,23.7
2010/10/04,9404,9514.5,9359.5,9381.06,10829.67969,83.21,2.513,22.5
2010/10/05,9339,9539.5,9334,9518.76,10751.26953,83.58,2.479,23.53
2010/10/06,9594,9694.5,9569.5,9691.43,10944.71973,83.17,2.472,21.76
2010/10/07,9649,9719.5,9649,9684.81,10967.65039,82.98,2.392,21.49
2010/10/08,9644,9674.5,9588.88,9588.88,10948.58008,82.36,2.385,21.56
2010/10/12,9642,9644,9384,9388.64,11006.48047,81.9,2.395,20.71
2010/10/13,9474,9504.5,9389.5,9403.51,11020.40039,81.8,2.433,18.93
2010/10/14,9509,9614.5,9479.5,9583.51,11096.08008,81.72,2.422,19.07
2010/10/15,9544,9554.5,9474.5,9500.25,11094.57031,81.59,2.506,19.88
2010/10/18,9519,9559.5,9469.5,9498.49,11062.78027,81.47,2.567,19.03
2010/10/19,9489,9574.5,9484,9539.45,11143.69043,81.18,2.515,19.09
2010/10/20,9404,9409,9309.5,9381.6,10978.62012,81.46,2.481,20.63
2010/10/21,9439,9481.5,9329.5,9376.48,11107.96973,81.11,2.484,19.79
2010/10/22,9409,9454.5,9389,9426.71,11146.57031,81.27,2.542,19.27
2010/10/25,9439,9459.5,9389.5,9401.16,11132.55957,81.36,2.561,18.78
2010/10/26,9389,9459.5,9364.5,9377.38,11164.04981,80.81,2.567,19.85
2010/10/27,9434,9454.5,9328.5,9387.03,11169.45996,81.42,2.645,20.22
2010/10/28,9368,9413.5,9348.5,9366.03,11126.28027,81.58,2.729,20.71
2010/10/29,9313,9333.5,9163.5,9202.45,11113.9502,80.94,2.667,20.88
2010/11/01,9163,9271,9128.5,9154.72,11118.49023,80.39,2.603,21.2
2010/11/02,9133,9163.5,9123.5,9159.98,11124.62012,80.58,2.628,21.83
2010/11/04,9283,9368.5,9283,9358.78,11188.71973,80.68,2.592,21.57
2010/11/05,9523,9683.5,9518,9625.99,11434.83984,80.79,2.491,18.52
2010/11/08,9698,9735.5,9683.5,9732.92,11444.08008,81.27,2.539,18.26
2010/11/09,9663,9718.5,9648.5,9694.49,11406.83984,81.11,2.557,18.29
2010/11/10,9748,9838.5,9743,9830.52,11346.75,81.59,2.663,19.08
2010/11/11,9868,9878.5,9833.5,9861.46,11357.04004,82.23,2.648,18.47
2010/11/12,9808,9848.5,9718.5,9724.81,11283.09961,82.43,2.656,18.64
2010/11/15,9803,9833.5,9743.5,9827.51,11192.58008,82.5,2.785,20.61
2010/11/16,9898,9908,9793.5,9797.1,11201.96973,83.17,2.961,20.2
2010/11/17,9703,9811.66,9698,9811.66,11023.5,83.38,2.842,22.58
2010/11/18,9823,10013.63,9803.5,10013.63,11007.87988,83.14,2.882,21.76
2010/11/19,10128,10133.5,10018.5,10022.39,11181.23047,83.54,2.901,18.75
2010/11/22,10143,10158.5,10088.5,10115.19,11203.54981,83.53,2.877,18.04
2010/11/24,9923,10063.5,9898.5,10030.11,11178.58008,83.31,2.806,18.37
2010/11/25,10103,10118.5,10038.5,10079.76,11187.28027,83.53,2.912,19.56
2010/11/26,10083,10133.5,10038,10039.56,11139.5752,83.65,2.911,20.89
2010/11/29,10078,10148.5,10038.5,10125.99,11091.87012,84.07,2.87,22.22
2010/11/30,10068,10103.5,9937.04,9937.04,11052.49023,84.28,2.826,21.53
2010/12/01,9948,9988.05,9913.5,9988.05,11006.01953,83.69,2.797,23.54
2010/12/02,10178,10193,10143.5,10168.52,11255.78027,84.14,2.966,21.36
2010/12/03,10173.5,10178.5,10153.5,10178.32,11362.41016,83.84,2.998,19.39
2010/12/06,10173,10178,10138.5,10167.23,11382.08984,82.55,3.007,18.01
2010/12/07,10158,10163.5,10093.5,10141.1,11362.19043,82.68,2.929,18.02
2010/12/08,10203,10263.5,10183.5,10232.33,11359.16016,83.49,3.141,17.99
2010/12/09,10286,10293,10243.5,10285.88,11372.48047,84.11,3.272,17.74
2010/12/10,10263,10323,10183.5,10211.95,11370.05957,83.83,3.213,17.25
2010/12/13,10203,10293.89,10195.5,10293.89,11410.32031,83.95,3.323,17.61
2010/12/14,10268,10318.5,10258,10316.77,11428.55957,83.45,3.279,17.55
2010/12/15,10313,10333.5,10278.5,10309.78,11476.54004,83.81,3.473,17.61
2010/12/16,10303,10353.5,10288.5,10311.29,11457.46973,84.28,3.538,17.94
2010/12/17,10313,10328.5,10283.5,10303.83,11499.25,84.06,3.434,17.39
2010/12/20,10288,10293.5,10178.5,10216.41,11491.91016,83.99,3.338,16.11
2010/12/21,10268,10400.5,10263,10370.53,11478.12988,83.79,3.34,16.41
2010/12/22,10348,10393.5,10323.5,10346.48,11533.16016,83.81,3.303,16.49
2010/12/24,10263,10279.19,10258.5,10279.19,11559.49023,83.57,3.348,15.45
2010/12/27,10293,10383.5,10293,10355.99,11557.26025,82.88,3.414,16.56
2010/12/28,10311,10326.5,10283,10292.63,11555.03027,82.76,3.327,17.67
2010/12/29,10273,10358.5,10273,10344.54,11575.54004,82.37,3.491,17.52
2010/12/30,10303,10308,10178.5,10228.92,11585.37988,81.63,3.357,17.28
2011/01/04,10326,10409,10309.5,10398.1,11569.70996,81.5,3.367,17.52
2011/01/05,10369,10399.5,10349.5,10380.77,11691.17969,82.06,3.338,17.38
2011/01/06,10495,10529.76,10490.5,10529.76,11722.88965,83.19,3.463,17.02
2011/01/07,10500,10542.5,10500,10541.04,11697.30957,83.31,3.403,17.4
2011/01/11,10467,10533.5,10467,10510.68,11674.75977,83.14,3.326,17.14
2011/01/12,10558,10568.5,10498.5,10512.8,11671.87988,83.36,3.34,16.89
2011/01/13,10598,10613.5,10568.5,10589.76,11755.44043,83.09,3.381,16.24
2011/01/14,10563,10575.5,10490.5,10499.04,11731.90039,82.77,3.303,16.39
2011/01/17,10550,10560.5,10480.5,10502.86,11787.37988,82.88,3.331,15.46
2011/01/18,10470,10545.5,10450.5,10518.98,11812.65479,82.68,3.315,15.665
2011/01/19,10565,10580.5,10530.5,10557.1,11837.92969,82.62,3.37,15.87
2011/01/20,10490,10500.5,10420.5,10437.31,11825.29004,82.16,3.337,17.31
2011/01/21,10465,10465,10255.5,10274.52,11822.79981,82.95,3.455,17.99
2011/01/24,10320,10345.5,10275.5,10345.11,11871.83984,82.57,3.408,18.47
2011/01/25,10370,10475.5,10350.5,10464.42,11980.51953,82.54,3.404,17.65
2011/01/26,10410,10440.5,10395,10401.9,11977.19043,82.26,3.33,17.59
2011/01/27,10455,10485.5,10415.5,10478.66,11985.44043,82.17,3.421,16.64
2011/01/28,10465,10475.5,10315.5,10360.34,11989.83008,82.89,3.389,16.15
2011/01/31,10210,10260.5,10175.5,10237.92,11823.7002,82.14,3.329,20.04
2011/02/01,10270,10295.5,10240.5,10274.5,11891.92969,82.1,3.374,19.53
2011/02/02,10365,10490.5,10360,10457.36,12040.16016,81.42,3.435,17.63
2011/02/03,10410,10445.5,10410,10431.36,12041.96973,81.5,3.479,17.3
2011/02/04,10540,10580.5,10535,10543.52,12062.25977,81.67,3.547,16.69
2011/02/07,10650,10655,10565.5,10592.04,12092.15039,82.18,3.638,15.93
2011/02/08,10635,10645,10620.5,10635.98,12161.62988,82.3,3.64,16.28
2011/02/09,10680,10695,10597.5,10617.83,12233.15039,82.3,3.737,15.81
2011/02/10,10577,10627.5,10567.5,10605.65,12239.88965,82.42,3.652,15.87
2011/02/14,10685,10725.54,10667.5,10725.54,12229.29004,83.35,3.702,16.09
2011/02/15,10722,10752.5,10712.5,10746.67,12268.19043,83.41,3.625,15.95
2011/02/16,10762,10837.5,10752,10808.29,12226.63965,83.72,3.604,16.37
2011/02/17,10872,10887.5,10817.5,10836.64,12288.16992,83.61,3.623,16.72
2011/02/18,10817,10852.5,10807.5,10842.8,12318.13965,83.31,3.576,16.59
2011/02/21,10810,10857.53,10787.5,10857.53,12391.25,83.19,3.582,16.43
2011/02/22,10737,10752.5,10637.5,10664.7,12302.02002,83.08,3.576,18.615
2011/02/23,10587,10662.5,10567,10579.1,12212.79004,82.77,3.459,20.8
2011/02/24,10543,10543.5,10428.5,10452.71,12105.78027,82.45,3.483,22.13
2011/02/25,10473,10530.5,10453.5,10526.76,12068.5,82.04,3.45,21.32
2011/02/28,10500,10625.5,10445.5,10624.09,12130.4502,81.68,3.416,19.22
2011/03/01,10668,10754.03,10665,10754.03,12226.33984,81.88,3.422,18.35
2011/03/02,10610,10620.5,10492.38,10492.38,12058.01953,81.92,3.403,21.01
2011/03/03,10530,10595.5,10520.5,10586.02,12066.79981,81.84,3.471,20.7
2011/03/04,10750,10770.5,10660.5,10693.66,12258.2002,82.38,3.559,18.6
2011/03/07,10610,10615,10465.5,10505.02,12169.87988,82.31,3.492,19.06
2011/03/08,10520,10565.5,10505.5,10525.19,12090.03027,82.29,3.516,20.66
2011/03/09,10615,10660.5,10565.5,10589.5,12214.37988,82.82,3.551,19.82
2011/03/10,10528,10543.5,10400.5,10434.38,12213.08984,82.84,3.469,20.22
2011/03/11,10350,10375.5,10225.5,10254.43,11984.61035,82.92,3.362,21.88
2011/03/14,9575,9817.5,9520,9620.49,12044.40039,81.86,3.402,20.08
2011/03/15,9235,9287.5,7862.5,8655,11993.16016,81.83,3.365,21.13
2011/03/16,9105,9135.5,8782.5,9093.72,11855.41992,80.87,3.307,24.32
2011/03/17,8543,9080.5,8443,8962.67,11613.29981,78.15,3.192,29.4
2011/03/18,9083,9260.5,9075,9206.75,11774.58984,78.85,3.257,26.37
2011/03/22,9545,9610.5,9455.5,9608.32,11858.51953,80.61,3.268,24.44
2011/03/23,9553,9568,9376.5,9449.47,12018.62988,81.05,3.328,20.21
2011/03/24,9451,9501.5,9411.5,9435.01,12086.01953,80.88,3.354,19.17
2011/03/25,9576,9576,9466.5,9536.13,12170.55957,81.02,3.407,18
2011/03/28,9548,9548,9405.5,9478.53,12220.58984,81.34,3.442,17.91
2011/03/29,9330,9498.5,9315.5,9459.08,12197.87988,81.72,3.441,19.44
2011/03/30,9498,9710.5,9473.5,9708.79,12279.00977,82.51,3.491,18.16
2011/03/31,9760,9760,9660.5,9755.1,12350.61035,83.14,3.444,17.71
2011/04/01,9750,9825.5,9695.5,9708.39,12319.73047,83.43,3.47,17.74
2011/04/04,9765,9810.5,9710,9718.89,12376.71973,84.06,3.45,17.4
2011/04/05,9725,9730,9569.5,9615.55,12400.03027,84.36,3.425,17.5
2011/04/06,9674,9674,9564.5,9584.37,12393.90039,84.98,3.487,17.25
2011/04/07,9659,9689.5,9579,9590.93,12426.75,85.45,3.549,16.9
2011/04/08,9554,9809.5,9534.5,9768.08,12409.49023,84.89,3.549,17.11
2011/04/11,9712,9774.5,9699.5,9719.7,12380.04981,84.75,3.583,17.87
2011/04/12,9589,9604.5,9496.5,9555.26,12381.11035,84.45,3.587,16.59
2011/04/13,9521,9656.5,9516,9641.18,12263.58008,83.76,3.492,17.09
2011/04/14,9576,9681.5,9551,9653.92,12270.99023,83.74,3.458,16.92
2011/04/15,9634,9656,9576.5,9591.52,12285.15039,83.67,3.496,16.27
2011/04/18,9586,9608.5,9541.5,9556.65,12341.83008,83.14,3.413,15.32
2011/04/19,9441,9481.5,9391.5,9441.03,12201.58984,82.48,3.38,16.96
2011/04/20,9546,9631.5,9516.5,9606.82,12266.75,82.77,3.365,15.83
2011/04/21,9691,9726.5,9646.5,9685.77,12453.54004,82.5,3.408,15.07
2011/04/22,9626,9731.5,9616,9682.21,12505.99023,81.87,3.394,14.69
2011/04/25,9701,9746.5,9656.5,9671.96,12492.93506,81.88,3.394,15.23
2011/04/26,9621,9621.5,9536.5,9558.69,12479.87988,81.68,3.366,15.77
2011/04/27,9636,9726.5,9636,9691.84,12595.37012,81.38,3.309,15.62
2011/04/28,9741,9851.5,9716.5,9849.74,12690.95996,82.26,3.357,15.35
2011/05/02,9966,10046.5,9941.5,10004.2,12763.30957,81.62,3.316,14.62
2011/05/06,9781,9876.5,9776,9859.2,12807.36035,81.24,3.281,15.99
2011/05/09,9881,9896,9781.5,9794.38,12638.74023,80.63,3.15,18.4
2011/05/10,9811,9851.5,9756.5,9818.76,12684.67969,80.17,3.157,17.16
2011/05/11,9921,9931.5,9841.5,9864.26,12760.36035,80.97,3.213,15.91
2011/05/12,9766,9836.5,9711.5,9716.65,12630.03027,81.04,3.156,16.95
2011/05/13,9751,9751,9546.5,9648.77,12695.91992,81.01,3.226,16.03
2011/05/16,9581,9596.5,9551.5,9558.3,12595.75,80.79,3.169,17.07
2011/05/17,9506,9596.5,9501.5,9567.02,12548.37012,80.86,3.147,18.24
2011/05/18,9601,9691.5,9586.5,9662.08,12479.58008,81.5,3.114,17.55
2011/05/19,9711,9726.5,9601.5,9620.82,12560.17969,81.73,3.184,16.23
2011/05/20,9616,9666.5,9601.5,9607.08,12605.32031,81.73,3.173,15.52
2011/05/23,9541,9541,9436.5,9460.63,12512.04004,81.71,3.147,17.43
2011/05/24,9411,9491.5,9406,9477.17,12381.25977,81.97,3.129,18.27
2011/05/25,9486,9506.5,9411.5,9422.88,12356.20996,82.05,3.116,17.82
2011/05/26,9496,9566.5,9491,9562.05,12394.66016,82.03,3.132,17.07
2011/05/27,9511,9591.5,9491.5,9521.94,12402.75977,81.14,3.059,16.09
2011/05/30,9481,9536.5,9451.5,9504.97,12441.58008,80.8,3.072,15.98
2011/05/31,9491,9701.5,9491,9693.73,12505.68506,80.87,3.062,15.715
2011/06/01,9706,9726.5,9661.5,9719.61,12569.79004,81.36,3.059,15.45
2011/06/02,9526,9576.5,9511.5,9555.04,12290.13965,80.94,2.944,18.3
2011/06/03,9551,9601.5,9491.5,9492.21,12248.54981,80.89,3.031,18.09
2011/06/06,9461,9491.5,9356.5,9380.35,12151.25977,80.27,2.991,17.95
2011/06/07,9371,9451.5,9361,9442.95,12089.95996,80.12,2.997,18.49
2011/06/08,9421,9456.5,9396.5,9449.46,12070.80957,80.19,3,18.07
2011/06/09,9416,9469.5,9376.5,9467.15,12048.94043,79.87,2.946,18.79
2011/06/10,9529,9624.5,9491.5,9514.44,12124.36035,80.36,2.997,17.77
2011/06/13,9404,9461.5,9386,9448.21,11951.91016,80.33,2.973,18.86
2011/06/14,9441,9561.5,9436,9547.79,11952.96973,80.2,2.984,19.61
2011/06/15,9586,9591,9516.5,9574.32,12076.11035,80.51,3.099,18.26
2011/06/16,9481,9490.5,9407,9411.28,11897.26953,80.85,2.967,21.32
2011/06/17,9445,9445,9312.5,9351.4,11961.51953,80.58,2.926,22.73
2011/06/20,9382,9419.5,9339.5,9354.32,12004.36035,80.05,2.944,21.85
2011/06/21,9412,9459.66,9376.5,9459.66,12080.37988,80.21,2.956,19.99
2011/06/22,9538,9653.5,9533,9629.43,12190.00977,80.25,2.98,18.86
2011/06/23,9558,9653.5,9553,9596.74,12109.66992,80.37,2.98,18.52
2011/06/24,9623,9693.5,9608.5,9678.71,12050,80.5,2.914,19.29
2011/06/27,9623,9638,9568.5,9578.31,11934.58008,80.43,2.871,21.1
2011/06/28,9671,9708.5,9633.5,9648.98,12043.55957,80.77,2.932,20.56
2011/06/29,9778,9797.26,9733.5,9797.26,12188.69043,81.05,3.034,19.17
2011/06/30,9853,9853,9788.5,9816.09,12261.41992,80.75,3.121,17.27
2011/07/01,9883,9898.5,9853.5,9868.07,12414.33984,80.71,3.16,16.52
2011/07/04,9988,10003.5,9943.5,9965.09,12582.76953,80.83,3.182,15.87
2011/07/05,9973,9993.5,9948.5,9972.46,12576.31982,80.79,3.2,15.965
2011/07/06,9993,10083.5,9973.5,10082.48,12569.87012,81.08,3.119,16.06
2011/07/07,10048,10103.5,10028.5,10071.14,12626.01953,80.88,3.11,16.34
2011/07/08,10178,10193.5,10128.5,10137.73,12719.49023,81.27,3.138,15.95
2011/07/11,10063,10113.5,10058.5,10069.53,12657.2002,80.64,3.03,15.95
2011/07/12,9938,9968.5,9903.5,9925.92,12505.75977,80.34,2.924,18.39
2011/07/13,9893,9978.5,9883,9963.14,12446.87988,79.46,2.877,19.87
2011/07/14,9928,10003.5,9888.5,9936.12,12491.61035,78.86,2.884,19.91
2011/07/15,9928,9983.5,9923,9974.47,12437.12012,79.01,2.953,20.8
2011/07/19,9931,9943.5,9883,9889.72,12479.73047,79.14,2.908,19.53
2011/07/20,10018,10043.5,9988.5,10005.9,12587.41992,79.18,2.878,19.21
2011/07/21,10028,10033,9973.5,10010.39,12571.91016,78.82,2.931,19.09
2011/07/22,10116,10153.5,10083.5,10132.11,12724.41016,78.56,3.014,17.56
2011/07/25,10083,10093.5,10043.5,10050.01,12681.16016,78.54,2.964,17.52
2011/07/26,10078,10136.5,10046.5,10097.72,12592.79981,78.31,3.004,19.35
2011/07/27,10051,10056.5,10016.5,10047.19,12501.29981,77.99,2.955,20.23
2011/07/28,9926,9941.5,9851.5,9901.35,12302.54981,77.94,2.982,22.98
2011/07/29,9866,9911.5,9821.5,9833.03,12240.11035,77.83,2.955,23.74
2011/08/01,9921,10041.5,9921,9965.01,12143.24023,76.76,2.792,25.25
2011/08/02,9866,9881.5,9821.5,9844.59,12132.49023,77.57,2.753,23.66
2011/08/03,9671,9686.5,9606.5,9637.14,11866.62012,77.3,2.613,24.79
2011/08/04,9681,9766.5,9611.5,9659.18,11896.44043,77.14,2.615,23.38
2011/08/05,9282,9347.5,9257.5,9299.88,11383.67969,79.08,2.407,31.66
2011/08/08,9157,9212.5,9052.5,9097.56,11444.61035,78.47,2.563,32
2011/08/09,8762,8962,8652.5,8944.48,10809.84961,77.68,2.316,48
2011/08/10,9162,9162,9017.5,9038.74,11239.76953,77.14,2.275,35.06
2011/08/11,8832,8982.5,8817,8981.94,10719.94043,76.82,2.095,42.99
2011/08/12,9082,9082,8922.5,8963.72,11143.30957,76.94,2.333,39
2011/08/15,9082,9112.5,9027.5,9086.41,11269.01953,76.68,2.26,36.36
2011/08/16,9132,9147.5,9072.5,9107.43,11482.90039,76.82,2.308,31.87
2011/08/17,9037,9080.5,9002.5,9057.26,11405.92969,76.74,2.225,32.85
2011/08/18,9033,9045,8925.5,8943.76,11410.20996,76.62,2.167,31.58
2011/08/19,8725,8790.5,8700.5,8719.24,10990.58008,76.64,2.068,42.67
2011/08/22,8685,8775.5,8615.5,8628.13,10817.65039,76.55,2.067,43.05
2011/08/23,8690,8740.5,8630.5,8733.01,10854.65039,76.93,2.109,42.44
2011/08/24,8800,8815.5,8615.5,8639.61,11176.75977,76.66,2.158,36.27
2011/08/25,8755,8845.5,8735.5,8772.36,11320.70996,77.02,2.294,35.9
2011/08/26,8745,8797.78,8735,8797.78,11149.82031,77.4,2.234,39.76
2011/08/29,8796,8921.5,8746.5,8851.35,11284.54004,76.67,2.19,35.59
2011/08/30,8958,8993.5,8939.5,8953.9,11539.25,76.95,2.264,32.28
2011/08/31,8934,8964.5,8906.5,8955.2,11559.9502,76.72,2.176,32.89
2011/09/01,9009,9094.5,8999.5,9060.8,11613.53027,76.76,2.234,31.62
2011/09/02,8979,9009.5,8910.5,8950.74,11493.57031,76.89,2.132,31.82
2011/09/05,8830,8840.5,8757.5,8784.46,11240.25977,76.81,1.994,33.92
2011/09/06,8680,8705.5,8585.5,8590.57,11189.77979,76.93,1.988,35.46
2011/09/07,8735,8771.5,8700.5,8763.41,11139.29981,77.53,1.982,37
2011/09/08,8860,8875,8758.5,8793.12,11414.86035,77.35,2.041,33.38
2011/09/09,8768,8808.5,8728.5,8737.66,11295.80957,77.56,1.977,34.32
2011/09/12,8528,8578.5,8518.5,8535.67,10992.12988,77.59,1.915,38.52
2011/09/13,8583,8633.5,8553.5,8616.55,11061.12012,77.19,1.948,38.59
2011/09/14,8623,8668.5,8498.5,8518.57,11105.84961,76.95,1.992,36.91
2011/09/15,8668,8693.5,8633.5,8668.86,11246.73047,76.72,1.992,34.6
2011/09/16,8803,8864.16,8778.5,8864.16,11433.17969,76.72,2.083,31.97
2011/09/20,8748,8763.5,8708.5,8721.24,11509.08984,76.8,2.057,30.98
2011/09/21,8721,8773.5,8713.5,8741.16,11408.66016,76.4,1.937,32.86
2011/09/22,8643.02,8643.02,8545.46,8560.26,11124.83984,76.63,1.856,37.32
2011/09/26,8547.62,8556.66,8359.7,8374.13,10733.83008,76.26,1.72,41.35
2011/09/27,8496.33,8609.95,8479.05,8609.95,11043.86035,76.44,1.904,39.02
2011/09/28,8607.92,8665.54,8595.85,8615.65,11190.69043,76.7,1.98,37.71
2011/09/29,8527.64,8706.14,8501.42,8701.23,11010.90039,76.54,1.987,41.08
2011/09/30,8713.91,8756,8653.62,8700.29,11153.98047,76.73,2.002,38.84
2011/10/03,8567.98,8577.52,8455.67,8545.48,10913.37988,77.05,1.917,42.96
2011/10/04,8426.39,8470.76,8359.24,8456.12,10655.29981,76.62,1.749,45.45
2011/10/05,8491.43,8501.03,8343.01,8382.98,10808.70996,76.83,1.817,40.82
2011/10/06,8463.83,8545.79,8463.83,8522.02,10939.9502,76.79,1.891,37.81
2011/10/07,8593.22,8663.57,8589.36,8605.62,11123.33008,76.69,1.992,36.27
2011/10/11,8733.54,8806.44,8725.62,8773.68,11103.12012,76.73,2.075,36.2
2011/10/12,8719.67,8763.02,8689.38,8738.9,11416.29981,76.71,2.159,32.86
2011/10/13,8832.81,8854.16,8808.73,8823.25,11518.84961,77.1,2.212,31.26
2011/10/14,8782.91,8787.89,8733.71,8747.96,11478.12988,76.9,2.182,30.7
2011/10/17,8881.44,8911.7,8856.58,8879.6,11644.49023,77.21,2.251,28.24
2011/10/18,8758.74,8773.99,8727.39,8741.91,11397,76.84,2.155,33.39
2011/10/19,8808.25,8831.55,8745.36,8772.54,11577.04981,76.78,2.175,31.56
2011/10/20,8733.6,8733.6,8672.21,8682.15,11504.62012,76.84,2.157,34.44
2011/10/21,8679.04,8700.49,8652.26,8678.89,11541.78027,76.88,2.187,34.78
2011/10/24,8764.92,8844.28,8762.02,8843.98,11808.79004,76.29,2.216,31.32
2011/10/25,8866.43,8870.37,8755.38,8762.31,11913.62012,76.2,2.234,29.26
2011/10/26,8673.85,8798.8,8642.56,8748.47,11706.62012,76.12,2.114,32.22
2011/10/27,8779.4,8926.54,8731.77,8926.54,11869.04004,76.18,2.207,29.86
2011/10/28,9059.04,9086.43,9003.09,9050.47,12208.54981,75.98,2.385,25.46
2011/10/31,9011.18,9152.39,8988.39,8988.39,12231.11035,75.82,2.324,24.53
2011/11/01,8880.75,8946,8831.69,8835.52,11955.00977,78.32,2.116,29.96
2011/11/02,8719.92,8719.92,8640.42,8640.42,11657.95996,78.31,1.991,34.77
2011/11/04,8761.27,8814.71,8729.08,8801.4,11836.04004,78.15,1.989,32.74
2011/11/07,8771.82,8779.55,8741.25,8767.09,11983.24023,78.24,2.038,30.16
2011/11/08,8744.36,8772.04,8644,8655.51,12068.38965,78.08,2.02,29.85
2011/11/09,8724.6,8762.98,8678.78,8755.44,12170.17969,77.71,2.079,27.48
2011/11/10,8597.28,8600.21,8500.67,8500.8,11780.94043,77.77,1.966,36.16
2011/11/11,8545.92,8566.49,8485.77,8514.47,11893.86035,77.66,2.057,32.81
2011/11/14,8631.28,8655.31,8595.43,8603.7,12153.67969,77.14,2.057,30.04
2011/11/15,8546.99,8584.3,8527.63,8541.93,12078.98047,77.1,2.045,31.13
2011/11/16,8546.75,8567.64,8459.3,8463.16,12096.16016,77.09,2.049,31.22
2011/11/17,8421.88,8491.82,8400.22,8479.63,11905.58984,77.07,2,33.51
2011/11/18,8374.16,8398.8,8359.6,8374.91,11770.73047,76.97,1.965,34.51
2011/11/21,8349.05,8375.6,8343.93,8348.27,11796.16016,76.9,2.005,32
2011/11/22,8263.86,8350.35,8261.01,8314.74,11547.30957,76.94,1.965,32.91
2011/11/24,8189.42,8212.95,8157.39,8165.18,11493.71973,76.98,1.922,31.97
2011/11/25,8138.19,8199.67,8135.79,8160.01,11362.68506,77.18,1.894,33.22
2011/11/28,8269.91,8322.01,8259.71,8287.49,11231.65039,77.73,1.965,34.47
2011/11/29,8371.01,8477.82,8351.38,8477.82,11523.00977,78.09,1.97,32.13
2011/11/30,8407.63,8435.34,8361.69,8434.61,11555.62988,77.97,1.988,30.64
2011/12/01,8581.2,8653.88,8577.09,8597.38,12045.67969,77.6,2.071,27.8
2011/12/02,8603.23,8643.75,8591.93,8643.75,12020.03027,77.77,2.086,27.41
2011/12/05,8697.78,8704.48,8668.04,8695.98,12019.41992,77.99,2.033,27.52
2011/12/06,8644.97,8671.54,8571.09,8575.16,12097.83008,77.81,2.033,27.84
2011/12/07,8629.19,8729.81,8614.21,8722.17,12150.12988,77.75,2.086,28.13
2011/12/08,8664.35,8688.81,8625.19,8664.58,12196.37012,77.68,2.033,28.67
2011/12/09,8521.33,8576.68,8503.03,8536.46,11997.7002,77.68,1.97,30.59
2011/12/12,8652.98,8682.47,8633.35,8653.82,12184.25977,77.61,2.063,26.38
2011/12/13,8535.52,8594.32,8518.8,8552.81,12021.38965,77.96,2.017,25.67
2011/12/14,8513.77,8540.57,8486.37,8519.13,11954.94043,77.97,1.963,25.41
2011/12/15,8449.05,8455.32,8374.25,8377.37,11823.48047,78.12,1.904,26.04
2011/12/16,8416.21,8433.18,8390.98,8401.72,11868.80957,77.85,1.911,25.11
2011/12/19,8363.39,8364.93,8272.26,8296.12,11866.38965,77.77,1.851,24.29
2011/12/20,8318.03,8354.9,8317.73,8336.48,11766.25977,78.02,1.81,24.92
2011/12/21,8442.74,8471.11,8440.89,8459.98,12103.58008,77.86,1.927,23.22
2011/12/22,8429.54,8436.59,8383.96,8395.16,12107.74023,78.08,1.97,21.43
2011/12/26,8504.46,8516.53,8477.37,8479.34,12169.65039,78.17,1.953,21.16
2011/12/27,8443,8458.26,8428.53,8440.56,12230.5,78.01,2.026,21.535
