DATE,OPEN,HIGH,LOW,CLOSE,DOW,JPY,UST10
20090925,-0.097,-1.637,-1.536,-2.674,-1.155,-0.516,-2.629
20090928,-2.525,-2.374,-2.55,-2.53,-0.436,-1.363,-1.762
20090929,-0.466,-0.254,0.887,0.902,1.277,0.323,-1.273
20090930,0.159,0.12,0.038,0.326,-0.483,0.389,0.457
20091001,-0.322,-0.602,-0.985,-1.537,-0.308,-0.4,0.364
20091002,-2.255,-2.259,-2.55,-2.504,-2.112,-0.39,-3.824
20091005,-1.175,-1.026,-0.463,-0.591,-0.228,0.29,1.188
20091006,0.117,-0.073,-0.421,0.179,1.174,-0.167,0
20091007,0.06,0.79,1.105,1.106,1.361,-0.919,1.174
20091008,0.571,0.423,0.107,0.335,-0.058,-0.327,-2.204
20091009,0.889,1.54,1.135,1.853,0.628,0.237,1.927
20091013,1.736,0.997,1.832,0.599,0.795,1.154,4.309
20091014,0.289,-0.205,-0.233,-0.162,0.062,0.078,-1.545
20091015,0.975,1.734,1.669,1.758,1.456,-0.48,2.485
20091016,0.796,0.172,0.307,0.185,0.469,1.554,1.191
20091019,-0.948,-0.252,-0.893,-0.205,-0.668,0.11,-1.571
20091020,1.461,0.903,1.784,0.975,0.959,-0.187,-0.677
20091021,-0.358,-0.069,-0.148,-0.033,-0.504,0.066,-1.367
20091022,-0.402,-0.735,-1.298,-0.643,-0.922,0.055,1.544
20091023,0.819,0.868,1.097,0.154,1.317,0.625,0.822
20091026,-0.616,0.323,-0.203,0.771,-1.088,0.687,1.997
20091027,0.113,-1.032,-0.478,-1.46,-1.051,0.174,1.93
20091028,-0.99,-0.797,-1.397,-1.355,0.144,-0.598,-3.024
20091029,-2.391,-2.618,-2.112,-1.843,-1.216,-1.163,-1.078
20091030,0.654,1.042,1.353,1.442,2.027,0.988,2.344
20091102,-1.035,-1.453,-2.517,-2.337,-2.54,-1.542,-3.138
20091104,-1.204,-0.604,0.326,0.421,0.787,0.343,1.057
20091105,0.186,-0.195,-0.783,-1.297,0.13,0.309,2.765
20091106,0.094,0.243,0.774,0.737,2.058,0.11,0.199
20091109,-0.358,-0.039,-0.363,0.2,0.174,-1.018,-0.74
20091110,1.291,1.347,1.281,0.627,2.01,0,-0.487
20091111,-0.147,-0.299,-0.072,0.01,0.196,-0.189,-0.172
20091112,0.316,-0.062,-0.626,-0.683,0.431,0.245,-0.982
20091113,-1.301,-1.401,-0.709,-0.349,-0.916,0.4,0
20091116,-0.092,-0.027,0.066,0.213,0.713,-0.678,-0.612
20091117,0.514,0.459,-0.108,-0.628,1.32,-0.727,-2.186
20091118,-1.139,-0.599,-0.863,-0.548,0.292,0.247,-0.779
20091119,-0.323,-0.995,-1.42,-1.325,-0.107,0.168,1.286
20091120,-2.419,-1.856,-0.765,-0.544,-0.904,-0.538,-0.716
20091124,0.535,-0.027,-0.275,-1.017,-0.138,-0.034,0.805
20091125,-1.367,-0.604,-0.335,0.425,1.114,-0.315,-1.918
20091126,-0.289,0.037,-0.442,-0.62,0.294,-1.432,-1.126
20091127,-1.049,-2.138,-2.702,-3.268,-0.741,-2.551,-0.938
20091130,-0.738,1.037,0.941,2.866,-0.746,1.619,-0.947
20091201,1.003,2.309,0.772,2.396,0.338,-0.336,-0.281
20091202,2.867,0.74,2.997,0.383,1.218,0.463,2.654
20091203,1.612,3.408,2.007,3.766,-0.181,1.136,0.909
20091204,3.166,0.449,1.997,0.449,-0.831,0.728,1.942
20091207,1.118,1.8,2.034,1.436,0.219,2.528,2.888
20091208,-0.515,-0.543,-0.263,-0.267,0.012,-1.357,-1.419
20091209,-0.307,-0.994,-0.935,-1.348,-1.007,-1.024,-1.144
20091210,-0.848,-0.13,-1.531,-1.428,0.495,-0.351,1.26
20091211,-0.061,0.714,0.83,2.454,0.663,0.181,1.933
20091214,1.679,0.185,0.937,-0.022,0.629,0.958,1.418
20091215,-0.725,-0.147,0.242,-0.22,0.282,-0.472,0.113
20091216,1.244,1.086,0.826,0.927,-0.468,1.054,1.119
20091217,0.202,0.37,0.46,-0.134,-0.104,0.256,0.139
20091218,-0.879,-1.008,-1.347,-0.214,-1.281,-0.212,-3.305
20091221,0.848,0.572,1.54,0.408,0.2,0.844,1.821
20091222,0.58,1.579,0.507,1.893,0.822,0.716,3.709
20091224,1.523,1.723,1.726,1.519,0.487,0.798,2.097
20091225,1.275,-0.108,0.606,-0.401,0.526,-0.251,1.243
20091228,-0.239,1,0.352,1.321,0.128,0.022,0.563
20091229,0.852,0.282,0.794,0.036,0.128,0.12,0.56
20091230,0.897,0.228,-0.482,-0.865,-0.016,0.305,-1.176
20100104,-0.921,-0.122,0.583,1.022,0.029,0.51,-0.263
20100105,1.032,0.899,0.446,0.253,0.336,0.011,0.788
20100106,-0.092,-0.208,0.053,0.463,-0.113,-0.967,-1.529
20100107,0.31,0.05,-0.23,-0.465,0.016,0.87,1.686
20100108,0.005,0.393,0.384,1.086,0.313,1.152,-0.052
20100112,0.251,0.819,0.803,0.746,0.107,-0.827,0.235
20100113,0.233,-0.356,-0.315,-1.333,0.085,-1.709,-3.151
20100114,-0.161,0.398,0.413,1.595,0.502,0.307,2.024
20100115,1.285,0.659,0.966,0.68,0.278,-0.142,-1.354
20100118,-0.273,-0.795,-0.903,-1.163,-0.947,-0.527,-1.78
20100119,-0.191,-0.26,-0.293,-0.834,0.544,-0.077,0.326
20100120,-0.294,-0.054,-0.232,-0.255,0.541,0.55,0.325
20100121,-1.208,0.236,-0.699,1.212,-1.147,0,-1.278
20100122,0.33,-1.095,-1.148,-2.59,-2.032,-0.837,-1.6
20100125,-2.469,-1.974,-1.086,-0.738,-2.11,-0.666,0.167
20100126,0.265,0.084,-0.864,-1.799,0.234,0.632,0.802
20100127,-1.555,-1.84,-0.709,-0.711,-0.025,-0.855,-0.248
20100128,-0.333,0.853,0.437,1.57,0.41,0.356,0.798
20100129,-0.016,-1.331,-0.966,-2.098,-1.137,-0.2,-0.219
20100201,-0.933,-0.969,-0.67,0.068,-0.526,0.555,-1.494
20100202,0.961,1.665,1.546,1.614,1.167,0.519,1.877
20100203,1.13,0.384,0.662,0.32,1.087,-0.342,-0.466
20100204,0.061,0.018,-0.741,-0.466,-0.256,0.485,1.851
20100205,-2.643,-2.641,-2.395,-2.929,-2.648,-1.675,-2.652
20100208,-1.536,-1.016,-0.944,-1.052,0.1,-0.179,-1.086
20100209,-1.316,-1.066,-0.754,-0.19,-1.043,0.011,-0.252
20100210,1.484,0.93,0.974,0.313,1.505,0.659,2.194
20100212,0.608,0.492,0.506,1.278,-0.202,0.111,1.337
20100215,0.124,0.198,-0.02,-0.785,0.603,0.022,0.135
20100216,-0.529,-0.567,0.069,0.209,0.837,0.133,-0.434
20100217,1.16,2.401,1.297,2.68,0.83,0.211,-0.436
20100218,1.594,0.325,1.319,0.28,0.393,0.915,2.027
20100219,0.091,0.136,-1.582,-2.074,0.808,0.983,1.829
20100222,-0.313,0.916,1.71,2.698,0.091,-0.48,-0.818
20100223,0.248,-0.713,-0.173,-0.466,-0.183,-0.295,0.528
20100224,-1.193,-1.284,-1.477,-1.492,-0.977,-1.213,-2.859
20100225,0.498,0.236,-0.42,-0.954,0.888,0.133,0.108
20100226,-1.464,-0.941,-0.021,0.238,-0.513,-1.103,-1.611
20100301,0.214,0.431,0.314,0.454,0.041,-0.404,-0.414
20100302,0.693,0.233,0.33,0.488,0.758,0.269,-0.304
20100303,-0.051,0.343,0.358,0.306,0.021,-0.461,0.055
20100304,0.604,-0.103,-0.515,-1.053,-0.089,-0.18,0.304
20100305,-0.011,1.094,1.179,2.176,0.455,0.652,-0.415
20100308,2.727,2.009,2.501,2.071,1.162,1.248,2.167
20100309,0.277,0.059,0.271,-0.173,-0.13,0,0.972
20100310,-0.109,-0.043,0.043,-0.035,0.112,-0.344,-0.539
20100311,0.681,0.718,0.393,0.952,0.028,0.554,0.539
20100312,1.397,1.05,1.038,0.806,0.42,0.199,0.161
20100315,0.228,0.29,0.09,0.007,0.121,-0.121,-0.646
20100316,-0.776,-0.299,0.067,-0.282,0.164,-0.265,-0.162
20100317,0.657,0.811,0.425,1.162,0.411,-0.011,-1.197
20100318,0.485,-0.171,-0.281,-0.954,0.445,0.111,-0.302
20100319,-0.516,-0.175,0.408,0.748,0.423,0.077,0.929
20100323,0.066,-0.083,-0.083,-0.468,-0.346,0.055,0.461
20100324,0.336,0.579,0.023,0.379,1.358,-0.133,-0.108
20100325,0.262,-0.075,0.366,0.128,-0.485,1.743,4.298
20100326,0.345,1.181,0.743,1.535,0.047,0.574,0.802
20100329,0.135,-0.099,0.109,-0.09,0.084,-0.011,-0.802
20100330,1.023,1.069,0.933,1.002,0.418,-0.108,0.44
20100331,1.052,0.349,0.744,-0.065,0.106,0.539,-0.233
20100401,0.36,1.116,0.294,1.383,-0.467,0.579,-0.676
20100402,0.849,0.365,1.054,0.37,0.647,0.288,0.909
20100405,0.94,0.829,0.627,0.47,0.212,0.924,1.92
20100406,-0.263,-0.437,-0.794,-0.504,0.212,-0.349,1.135
20100407,-0.48,-0.069,0.384,0.093,-0.032,-0.681,-0.806
20100408,-1.038,-1.047,-0.901,-1.11,-0.663,-0.46,-2.379
20100409,-0.045,-0.245,-0.095,0.323,0.271,0.225,0.697
20100412,1.123,1.301,0.891,0.424,0.641,-0.257,-0.206
20100413,-0.87,-1.231,-1.433,-0.809,0.078,0.032,-1.14
20100414,0.094,0.512,0.652,0.391,0.122,0.032,-0.47
20100415,0.858,0.411,0.846,0.613,0.937,0.075,1.171
20100416,-0.706,-0.764,-1.532,-1.534,0.193,-0.322,-0.753
20100419,-2.716,-2.494,-1.873,-1.757,-1.136,-0.896,-1.736
20100420,0.278,0.416,0.109,-0.074,0.664,0.314,0.872
20100421,0.652,0.849,1.214,1.722,0.225,0.7,-0.158
20100422,-0.398,-0.939,-1.44,-1.279,0.071,-0.129,-1.432
20100423,-0.521,-0.205,-0.003,-0.317,0.084,0.579,0.719
20100426,0.989,1.795,1.55,2.277,0.627,0.448,1.239
20100427,0.629,0.426,0.66,0.419,0.007,-0.075,-0.21
20100428,-0.938,-1.841,-2.058,-2.601,-1.92,-0.748,-3.093
20100430,0.513,0.757,1.395,1.207,0.484,0.876,1.984
20100506,-1.956,-2.23,-3.248,-3.326,-0.332,-0.16,-2.909
20100507,-3.52,-3.519,-4.063,-3.145,-4.537,-2.7,-7.194
20100510,-0.706,0.645,1.019,1.59,-1.339,0.262,0.44
20100511,2.321,0.97,0.29,-1.142,3.825,1.538,3.477
20100512,-1.689,-1.339,-0.456,-0.164,-0.343,-0.226,-0.283
20100513,0.74,1.292,1.827,2.156,1.374,0.409,1.126
20100514,-0.851,-0.817,-1.387,-1.499,-1.051,-0.635,-0.957
20100517,-1.194,-2.105,-2.263,-2.191,-1.521,-0.097,-2.288
20100518,-0.157,0.045,0.388,0.067,0.053,0.032,0.979
20100519,-2.214,-1.459,-1.54,-0.546,-1.087,-0.738,-4.033
20100520,0.342,-0.247,-0.423,-1.549,-0.635,-0.087,0.506
20100521,-2.988,-3.325,-3.077,-2.481,-3.67,-2.103,-4.677
20100524,-0.703,-0.366,-0.037,-0.268,1.238,0.133,0.62
20100525,-1.267,-1.552,-2.729,-3.107,-1.252,0.133,-1.181
20100526,-0.675,-0.21,0.48,0.661,-0.227,0.244,-1.195
20100527,-1.56,0.205,-0.871,1.222,-0.692,-0.388,1.008
20100528,4.024,1.877,3.183,1.271,2.813,1.116,5.04
20100531,-0.722,0.07,0.301,0.059,-1.2,0.088,-1.622
20100601,0.121,-0.863,-0.722,-0.584,-0.557,0.099,-0.091
20100602,-1.476,0.166,-1.023,-1.124,-0.56,0.011,-1.128
20100603,1.594,1.593,2.057,3.187,2.225,1.004,2.542
20100604,1.53,0.425,1.113,-0.131,0.056,0.541,0.655
20100607,-2.079,-2.521,-3.774,-3.918,-3.203,-0.759,-4.897
20100608,-2.679,-1.314,-0.716,0.18,-1.17,-0.36,-1.952
20100609,0.283,-1.046,-0.601,-1.041,1.25,-0.23,1.358
20100610,0.013,0.59,0.63,1.091,-0.411,0,-0.346
20100611,2.342,2.286,2.471,1.69,2.723,0.153,4.522
20100614,1.266,1.194,1.502,1.783,0.378,0.175,-2.806
20100615,0.211,0.3,0.066,0.081,-0.198,-0.022,0.893
20100616,1.986,1.979,2.083,1.797,2.077,-0.109,1.4
20100617,-0.338,-0.56,-0.44,-0.675,0.045,-0.23,-1.339
20100618,0.187,-0.242,-0.241,-0.044,0.237,-0.472,-2.231
20100621,0.807,2.197,1.436,2.402,0.158,-0.22,1.029
20100622,0.224,-0.666,-0.037,-1.23,-0.079,0.374,0.68
20100623,-1.581,-2.072,-1.925,-1.889,-1.436,-0.706,-2.558
20100624,-0.708,0.344,-0.192,0.047,0.048,-0.499,-1.272
20100625,-1.259,-2.165,-2,-1.941,-1.424,-0.379,0.319
20100628,-0.203,-0.335,-0.193,-0.448,-0.089,-0.391,-0.801
20100629,-0.416,-0.023,-1.354,-1.28,-0.052,0.157,-2.837
20100630,-3.369,-3.544,-2.137,-1.984,-2.681,-0.854,-2.343
20100701,-1.066,-1.311,-2.156,-2.057,-0.98,-0.135,-0.611
20100702,-0.672,-0.413,0.14,0.132,-0.425,-0.908,0.645
20100705,-0.049,0.256,0.58,0.683,-0.474,0.08,0.776
20100706,-0.78,0.732,-1.334,0.766,0.295,-0.285,0.101
20100707,1.778,-0.23,1.443,-0.627,0.294,0.126,-1.488
20100708,1.493,2.292,2.488,2.722,2.78,0.205,1.622
20100709,1.456,0.674,0.641,0.519,1.198,0.771,1.793
20100712,-0.639,0.232,0.174,-0.389,0.581,0.124,0.623
20100713,0.548,-0.03,-0.329,-0.114,0.179,0.169,0.294
20100714,1.188,1.825,1.991,2.669,1.426,0.079,1.842
20100715,-0.066,-0.823,-0.272,-1.126,0.036,-0.598,-2.365
20100716,-1.039,-0.931,-2.884,-2.903,-0.072,-0.99,-1.853
20100720,-3.777,-2.728,-1.612,-1.153,-2.556,-0.989,-2.263
20100721,1.631,0.208,-0.211,-0.233,1.299,0.966,1.02
20100722,-1.88,-1.539,-0.533,-0.626,-1.075,-0.643,-2.569
20100723,2.262,2.35,2.05,2.253,1.974,0.425,1.72
20100726,1.055,0.888,1.321,0.768,0.986,0.275,2.293
20100727,-0.263,-0.204,-0.1,-0.072,0.962,-0.631,-0.133
20100730,1.524,1.204,0.221,0.425,0.116,1.042,1.754
20100802,-0.78,0.264,0.473,0.346,-0.683,-1.561,-4.838
20100803,1.554,0.721,0.887,1.284,1.972,0.081,2.145
20100804,-1.293,-1.504,-1.623,-2.134,-0.357,-0.754,-2.042
20100805,0.623,0.835,1.05,1.719,0.413,0.523,1.603
20100806,-1.197,-0.31,-0.371,-0.122,-0.051,-0.604,-1.844
20100809,-0.367,-0.853,-0.315,-0.725,-0.201,-0.35,-2.761
20100810,1.098,0.957,-0.047,-0.224,0.423,0.49,0.248
20100811,-1.995,-2.303,-2.396,-2.741,-0.511,-0.712,-2.18
20100812,-3.398,-2.486,-2.455,-0.867,-2.525,-0.223,-2.858
20100813,0.983,0.67,1.098,0.443,-0.569,1.214,2.097
20100816,-0.873,-0.703,-0.713,-0.616,-0.163,0.058,-2.507
20100817,-0.439,-0.217,-0.116,-0.381,-0.011,-1.214,-4.037
20100818,1.833,0.964,0.774,0.857,1.003,0.515,2.609
20100819,-0.151,0.971,0.908,1.313,0.093,-0.187,-0.114
20100820,-0.314,-0.906,-0.75,-1.977,-1.395,-0.305,-2.417
20100823,-0.873,-1.246,-0.871,-0.685,-0.562,0.468,1.58
20100824,-1.212,-1.097,-1.163,-1.342,-0.385,-0.609,-0.613
20100825,-1.396,-1.388,-2.025,-1.679,-1.325,-1.052,-4.202
20100826,-0.056,-0.426,0.34,0.688,0.195,0.71,1.828
20100827,-0.847,1.261,-0.227,0.945,-0.741,-0.568,-2.311
20100830,4.003,2.896,3.458,1.744,1.637,1.12,6.477
20100831,-1.926,-3.007,-3.345,-3.619,-1.398,-0.765,-4.521
20100901,-1.964,-0.836,-0.227,1.16,0.05,-0.569,-2.4
20100902,2.904,1.769,1.802,1.51,2.512,0.451,4.357
20100903,0.275,0.554,1,0.564,0.492,-0.166,1.805
20100906,1.038,1.767,1.372,2.033,1.231,-0.036,3.221
20100907,0.141,0.054,0.359,-0.813,-0.515,-0.202,0.037
20100908,-1.42,-2.281,-2.307,-2.207,-0.517,-0.5,-4.368
20100909,0.45,0.34,0.786,0.814,0.447,0.298,2.133
20100910,0.274,1.737,0.709,1.535,0.271,-0.095,3.808
20100913,2.215,1.123,1.952,0.891,0.455,0.309,1.369
20100914,-0.536,-0.801,-0.641,-0.242,0.775,-0.679,-1.769
20100915,-0.701,2.698,-0.651,2.309,-0.167,-0.636,-2.47
20100916,4.081,0.515,3.053,-0.074,0.438,3,1.629
20100917,-0.312,0.161,0.788,1.219,0.209,0.233,1.458
20100921,0.933,0.517,0.261,-0.249,0.123,0.058,-0.726
20100922,-1.351,-0.725,-0.366,-0.373,1.434,-1.018,-6.281
20100924,-1.476,-0.208,-1.377,-0.994,-0.202,-0.472,-0.819
20100927,1.455,0.104,1.319,1.378,1.12,-0.45,2.015
20100928,-0.44,-0.668,-0.721,-1.124,-0.445,0.071,-2.959
20100929,0.158,0.574,0.316,0.668,0.425,-0.392,-2.48
20100930,0.314,-0.365,-1.38,-2.008,-0.211,-0.203,1.288
20101001,-1.105,-0.998,-0.159,0.372,-0.437,-0.311,0.439
20101004,-0.53,0.421,0.053,-0.247,0.385,-0.36,0.04
20101005,-0.694,0.262,-0.273,1.457,-0.727,0.444,-1.362
20101006,2.694,1.612,2.492,1.798,1.783,-0.492,-0.283
20101007,0.572,0.258,0.827,-0.068,0.209,-0.229,-3.29
20101008,-0.052,-0.464,-0.625,-0.995,-0.174,-0.75,-0.293
20101012,-0.021,-0.316,-2.16,-2.11,0.527,-0.56,0.418
20101013,-1.758,-1.457,0.059,0.158,0.126,-0.122,1.574
20101014,0.369,1.151,0.954,1.896,0.684,-0.098,-0.453
20101015,0.367,-0.626,-0.053,-0.873,-0.014,-0.159,3.409
20101018,-0.262,0.052,-0.053,-0.019,-0.287,-0.147,2.405
20101019,-0.316,0.157,0.153,0.43,0.729,-0.357,-2.047
20101020,-0.9,-1.744,-1.857,-1.669,-1.492,0.344,-1.361
20101021,0.371,0.768,0.215,-0.055,1.171,-0.431,0.121
20101022,-0.318,-0.285,0.636,0.534,0.347,0.197,2.308
20101025,0.318,0.053,0.005,-0.271,-0.126,0.111,0.745
20101026,-0.531,0,-0.267,-0.253,0.282,-0.678,0.234
20101027,0.478,-0.053,-0.385,0.103,0.048,0.752,2.993
20101028,-0.702,-0.435,0.214,-0.224,-0.387,0.196,3.126
20101029,-0.589,-0.853,-1.999,-1.762,-0.111,-0.788,-2.298
20101101,-1.624,-0.672,-0.383,-0.52,0.041,-0.682,-2.429
20101102,-0.328,-1.166,-0.055,0.057,0.055,0.236,0.956
20101104,1.629,2.212,1.733,2.147,0.575,0.124,-1.379
20101105,2.553,3.307,2.5,2.815,2.176,0.136,-3.975
20101108,1.821,0.536,1.724,1.105,0.081,0.592,1.909
20101109,-0.362,-0.175,-0.362,-0.396,-0.326,-0.197,0.706
20101110,0.876,1.227,0.975,1.393,-0.528,0.59,4.062
20101111,1.224,0.406,0.925,0.314,0.091,0.781,-0.565
20101112,-0.61,-0.304,-1.176,-1.395,-0.653,0.243,0.302
20101115,-0.051,-0.152,0.257,1.051,-0.805,0.085,4.743
20101116,0.964,0.755,0.512,-0.31,0.084,0.809,6.128
20101117,-1.99,-0.977,-0.98,0.149,-1.606,0.252,-4.102
20101118,1.229,2.038,1.082,2.038,-0.142,-0.288,1.398
20101119,3.058,1.19,2.169,0.087,1.563,0.48,0.657
20101122,0.148,0.246,0.696,0.922,0.199,-0.012,-0.831
20101124,-2.193,-0.94,-1.901,-0.845,-0.223,-0.264,-2.499
20101125,1.798,0.545,1.404,0.494,0.078,0.264,3.708
20101126,-0.198,0.148,-0.005,-0.4,-0.427,0.144,-0.034
20101129,-0.05,0.148,0.005,0.857,-0.429,0.501,-1.418
20101130,-0.099,-0.444,-1.016,-1.884,-0.356,0.249,-1.545
20101201,-1.199,-1.149,-0.237,0.512,-0.421,-0.703,-1.031
20101202,2.286,2.031,2.294,1.791,2.244,0.536,5.867
20101203,-0.044,-0.142,0.099,0.096,0.943,-0.357,1.073
20101206,-0.005,-0.005,-0.148,-0.109,0.173,-1.551,0.3
20101207,-0.148,-0.143,-0.445,-0.257,-0.175,0.157,-2.628
20101208,0.442,0.979,0.888,0.896,-0.027,0.975,6.988
20101209,0.81,0.287,0.587,0.522,0.117,0.74,4.086
20101210,-0.224,0.291,-0.587,-0.721,-0.021,-0.333,-1.82
20101213,-0.586,-0.282,0.118,0.799,0.353,0.143,3.366
20101214,0.635,0.239,0.611,0.222,0.16,-0.597,-1.333
20101215,0.437,0.145,0.2,-0.068,0.419,0.43,5.748
20101216,-0.097,0.193,0.097,0.015,-0.166,0.559,1.854
20101217,0.097,-0.242,-0.049,-0.072,0.364,-0.261,-2.984
20101220,-0.243,-0.339,-1.026,-0.852,-0.064,-0.083,-2.835
20101221,-0.195,1.034,0.827,1.497,-0.12,-0.238,0.06
20101222,0.776,-0.067,0.588,-0.232,0.478,0.024,-1.114
20101224,-0.825,-1.106,-0.632,-0.652,0.228,-0.287,1.353
20101227,0.292,1.01,0.336,0.744,-0.019,-0.829,1.952
20101228,0.175,-0.55,-0.097,-0.614,-0.019,-0.145,-2.581
20101229,-0.369,0.309,-0.097,0.503,0.177,-0.472,4.812
20101230,0.292,-0.489,-0.924,-1.124,0.085,-0.902,-3.914
20110104,0.223,0.975,1.279,1.64,-0.135,-0.159,0.297
20110105,0.416,-0.091,0.387,-0.167,1.044,0.685,-0.865
20110106,1.208,1.245,1.353,1.425,0.271,1.368,3.676
20110107,0.048,0.121,0.091,0.107,-0.218,0.144,-1.748
20110111,-0.315,-0.085,-0.315,-0.288,-0.193,-0.204,-2.289
20110112,0.866,0.332,0.3,0.02,-0.025,0.264,0.42
20110113,0.378,0.425,0.665,0.729,0.713,-0.324,1.22
20110114,-0.331,-0.359,-0.741,-0.86,-0.2,-0.386,-2.334
20110117,-0.123,-0.142,-0.095,0.036,0.472,0.133,0.844
20110118,-0.761,-0.142,-0.287,0.153,0.214,-0.242,-0.481
20110119,0.903,0.331,0.763,0.362,0.214,-0.073,1.646
20110120,-0.712,-0.759,-1.05,-1.141,-0.107,-0.558,-0.984
20110121,-0.239,-0.339,-1.596,-1.572,-0.021,0.957,3.475
20110124,-1.395,-1.148,0.195,0.685,0.414,-0.459,-1.37
20110125,0.483,1.249,0.727,1.147,0.911,-0.036,-0.117
20110126,0.385,-0.335,0.429,-0.599,-0.028,-0.34,-2.198
20110127,0.431,0.43,0.197,0.735,0.069,-0.109,2.696
20110128,0.096,-0.095,-0.965,-1.136,0.037,0.872,-0.94
20110131,-2.467,-2.074,-1.366,-1.189,-1.395,-0.909,-1.786
20110201,0.586,0.341,0.637,0.357,0.575,-0.049,1.343
20110202,0.921,1.876,1.16,1.764,1.239,-0.832,1.792
20110203,0.433,-0.43,0.481,-0.249,0.015,0.098,1.273
20110204,1.241,1.284,1.194,1.069,0.168,0.208,1.936
20110207,1.038,0.702,0.289,0.459,0.247,0.623,2.533
20110208,-0.141,-0.094,0.519,0.414,0.573,0.146,0.055
20110209,0.422,0.469,-0.217,-0.171,0.586,0,2.63
20110210,-0.969,-0.633,-0.283,-0.115,0.055,0.146,-2.301
20110214,1.016,0.918,0.942,1.124,-0.087,1.122,1.36
20110215,0.346,0.251,0.421,0.197,0.318,0.072,-2.102
20110216,0.372,0.787,0.368,0.572,-0.339,0.371,-0.581
20110217,1.017,0.46,0.607,0.262,0.502,-0.131,0.526
20110218,-0.507,-0.322,-0.092,0.057,0.244,-0.359,-1.306
20110221,-0.065,0.046,-0.185,0.136,0.592,-0.144,0.168
20110222,-0.678,-0.972,-1.4,-1.792,-0.723,-0.132,-0.168
20110223,-1.407,-0.841,-0.665,-0.806,-0.728,-0.374,-3.327
20110224,-0.416,-1.122,-1.319,-1.202,-0.88,-0.387,0.691
20110225,-0.666,-0.123,0.239,0.706,-0.308,-0.499,-0.952
20110228,0.257,0.898,-0.077,0.92,0.512,-0.44,-0.99
20110301,1.587,1.202,2.08,1.216,0.787,0.245,0.175
20110302,-0.545,-1.249,-1.632,-2.463,-1.386,0.049,-0.557
20110303,-0.757,-0.236,0.268,0.888,0.073,-0.098,1.979
20110304,2.068,1.638,1.322,1.012,1.574,0.658,2.504
20110307,-1.311,-1.454,-1.846,-1.78,-0.723,-0.085,-1.9
20110308,-0.852,-0.467,0.381,0.192,-0.658,-0.024,0.685
20110309,0.899,0.895,0.57,0.609,1.023,0.642,0.991
20110310,-0.823,-1.104,-1.574,-1.476,-0.011,0.024,-2.336
20110311,-1.705,-1.606,-1.697,-1.74,-1.888,0.097,-3.133
20110314,-7.783,-5.528,-7.149,-6.381,0.498,-1.287,1.183
20110315,-3.615,-5.55,-19.129,-10.576,-0.426,-0.037,-1.094
20110316,-1.418,-1.65,11.066,4.945,-1.155,-1.18,-1.739
20110317,-6.371,-0.604,-3.942,-1.452,-2.063,-3.421,-3.539
20110318,6.129,1.963,7.219,2.687,1.379,0.892,2.016
20110322,4.961,3.71,4.107,4.269,0.71,2.208,0.337
20110323,0.084,-0.443,-0.839,-1.667,1.341,0.544,1.819
20110324,-1.073,-0.697,0.373,-0.153,0.559,-0.21,0.778
20110325,1.314,0.781,0.583,1.066,0.697,0.173,1.568
20110328,-0.293,-0.293,-0.646,-0.606,0.41,0.394,1.022
20110329,-2.31,-0.52,-0.961,-0.205,-0.186,0.466,-0.029
20110330,1.785,2.207,1.682,2.606,0.663,0.962,1.443
20110331,2.721,0.508,1.955,0.476,0.581,0.761,-1.355
20110401,-0.103,0.669,0.362,-0.48,-0.25,0.348,0.752
20110404,0.154,-0.153,0.149,0.108,0.462,0.752,-0.578
20110405,-0.41,-0.824,-1.458,-1.069,0.188,0.356,-0.727
20110406,-0.526,-0.577,-0.052,-0.325,-0.049,0.732,1.794
20110407,-0.155,0.16,0.151,0.068,0.265,0.552,1.762
20110408,-1.093,1.231,-0.466,1.83,-0.139,-0.658,0
20110411,1.64,-0.357,1.716,-0.497,-0.238,-0.165,0.953
20110412,-1.275,-1.755,-2.115,-1.706,0.009,-0.355,0.112
20110413,-0.712,0.54,0.205,0.895,-0.954,-0.82,-2.684
20110414,0.576,0.259,0.367,0.132,0.06,-0.024,-0.978
20110415,0.604,-0.264,0.267,-0.648,0.115,-0.084,1.093
20110418,-0.499,-0.493,-0.366,-0.364,0.46,-0.635,-2.403
20110419,-1.524,-1.331,-1.585,-1.217,-1.143,-0.797,-0.972
20110420,1.106,1.57,1.322,1.741,0.533,0.351,-0.445
20110421,1.508,0.982,1.357,0.818,1.511,-0.327,1.27
20110422,-0.673,0.051,-0.317,-0.037,0.42,-0.767,-0.412
20110425,0.776,0.154,0.42,-0.106,-0.104,0.012,0
20110426,-0.828,-1.291,-1.25,-1.178,-0.105,-0.245,-0.828
20110427,0.156,1.085,1.038,1.383,0.921,-0.368,-1.708
20110428,1.084,1.277,0.832,1.616,0.756,1.076,1.44
20110502,2.284,1.96,2.289,1.556,0.568,-0.781,-1.229
20110506,-1.874,-1.707,-1.679,-1.46,0.345,-0.467,-1.061
20110509,1.017,0.197,0.056,-0.66,-1.325,-0.754,-4.075
20110510,-0.711,-0.451,-0.256,0.249,0.363,-0.572,0.222
20110511,1.115,0.809,0.867,0.462,0.595,0.993,1.758
20110512,-1.575,-0.961,-1.33,-1.508,-1.027,0.086,-1.79
20110513,-0.154,-0.873,-1.714,-0.701,0.52,-0.037,2.194
